************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:50:31
Simulation start date: 2012-10-24
Simulation end date: 2012-11-03
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2012 Fallow -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2012-298  2012-10-24    2012  298  Wed  0     3.638   4.022   4.022   0.000   4.022   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.106   1.106   1.106   1.106   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.277  61.077  43.004 144.816  75.602   0.000  14.525  61.077  28.479   0.000   0.000   0.662   0.305   0.787   0.277
2012-299  2012-10-25    2012  299  Thu  1     4.054   4.507   4.507   0.000   4.507   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.112   1.112   1.112   1.112   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.170  61.077  43.004 144.816  70.818   0.000   9.741  61.077  33.263   0.000   0.000   0.773   0.296   0.751   0.170
2012-300  2012-10-26    2012  300  Fri  2     3.796   4.152   4.152   0.000   4.152   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.094   1.094   1.094   1.094   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.108  61.077  43.004 144.816  66.496   0.000   5.420  61.077  37.584   0.000   0.000   0.874   0.287   0.718   0.108
2012-301  2012-10-27    2012  301  Sat  3     3.752   4.111   4.111   0.000   4.111   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.096   1.096   1.096   1.096   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.069  61.077  43.004 144.816  62.277   0.000   1.200  61.077  41.804   0.000   0.000   0.972   0.278   0.687   0.069
2012-302  2012-10-28    2012  302  Sun  4     3.731   4.089   4.089   0.000   4.089   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.096   1.096   1.096   1.096   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  58.119   0.000   0.000  58.119  43.004   2.958   0.048   1.000   0.270   0.655   0.044
2012-303  2012-10-29    2012  303  Mon  5     3.965   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.112   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  58.119   0.000   0.000  58.119  43.004   2.958   0.048   1.000   0.270   0.655   0.044
2012-304  2012-10-30    2012  304  Tue  6     3.876   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.106   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  58.119   0.000   0.000  58.119  43.004   2.958   0.048   1.000   0.270   0.655   0.044
2012-305  2012-10-31    2012  305  Wed  7     3.758   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.100   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  58.119   0.000   0.000  58.119  43.004   2.958   0.048   1.000   0.270   0.655   0.044
2012-306  2012-11-01    2012  306  Thu  8     3.762   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.102   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  58.119   0.000   0.000  58.119  43.004   2.958   0.048   1.000   0.270   0.655   0.044
2012-307  2012-11-02    2012  307  Fri  9     3.558   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.097   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  58.119   0.000   0.000  58.119  43.004   2.958   0.048   1.000   0.270   0.655   0.044
2012-308  2012-11-03    2012  308  Sat  10    3.416   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.091   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  58.119   0.000   0.000  58.119  43.004   2.958   0.048   1.000   0.270   0.655   0.044
