************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:50:31
Simulation start date: 2007-10-24
Simulation end date: 2007-11-03
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2007 Fallow -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2007-297  2007-10-24    2007  297  Wed  0     5.008   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.110   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  51.061   0.000   0.000  51.061  43.004  10.016   0.164   1.000   0.256   0.603   0.020
2007-298  2007-10-25    2007  298  Thu  1     4.656   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.104   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  51.061   0.000   0.000  51.061  43.004  10.016   0.164   1.000   0.256   0.603   0.020
2007-299  2007-10-26    2007  299  Fri  2     4.810   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.107   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  51.061   0.000   0.000  51.061  43.004  10.016   0.164   1.000   0.256   0.603   0.020
2007-300  2007-10-27    2007  300  Sat  3     5.673   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.132   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  51.061   0.000   0.000  51.061  43.004  10.016   0.164   1.000   0.256   0.603   0.020
2007-301  2007-10-28    2007  301  Sun  4     6.057   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.145   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  51.061   0.000   0.000  51.061  43.004  10.016   0.164   1.000   0.256   0.603   0.020
2007-302  2007-10-29    2007  302  Mon  5     4.644   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.107   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  51.061   0.000   0.000  51.061  43.004  10.016   0.164   1.000   0.256   0.603   0.020
2007-303  2007-10-30    2007  303  Tue  6     4.121   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.092   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  51.061   0.000   0.000  51.061  43.004  10.016   0.164   1.000   0.256   0.603   0.020
2007-304  2007-10-31    2007  304  Wed  7     4.373   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.099   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  51.061   0.000   0.000  51.061  43.004  10.016   0.164   1.000   0.256   0.603   0.020
2007-305  2007-11-01    2007  305  Thu  8     4.449   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.115   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  51.061   0.000   0.000  51.061  43.004  10.016   0.164   1.000   0.256   0.603   0.020
2007-306  2007-11-02    2007  306  Fri  9     4.247   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.109   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  51.061   0.000   0.000  51.061  43.004  10.016   0.164   1.000   0.256   0.603   0.020
2007-307  2007-11-03    2007  307  Sat  10    3.810   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.093   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  51.061   0.000   0.000  51.061  43.004  10.016   0.164   1.000   0.256   0.603   0.020
