************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:50:28
Simulation start date: 1999-10-24
Simulation end date: 1999-11-03
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 1999 Fallow -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
1999-297  1999-10-24    1999  297  Sun  0     4.863   5.411   5.411   0.000   5.411   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.113   1.113   1.113   1.113   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.218  61.077  43.004 144.816  73.256   0.000  12.179  61.077  30.825   0.000   0.000   0.717   0.300   0.769   0.218
1999-298  1999-10-25    1999  298  Mon  1     4.454   4.895   4.895   0.000   4.895   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.099   1.099   1.099   1.099   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.129  61.077  43.004 144.816  68.143   0.000   7.066  61.077  35.938   0.000   0.000   0.836   0.290   0.731   0.129
1999-299  1999-10-26    1999  299  Tue  2     4.726   5.232   5.232   0.000   5.232   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.107   1.107   1.107   1.107   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.073  61.077  43.004 144.816  62.782   0.000   1.706  61.077  41.298   0.000   0.000   0.960   0.279   0.690   0.073
1999-300  1999-10-27    1999  300  Wed  3     5.435   6.130   6.130   0.000   6.130   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.128   1.128   1.128   1.128   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  56.579   0.000   0.000  56.579  43.004   4.498   0.074   1.000   0.267   0.644   0.037
1999-301  1999-10-28    1999  301  Thu  4     5.019   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.113   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  56.579   0.000   0.000  56.579  43.004   4.498   0.074   1.000   0.267   0.644   0.037
1999-302  1999-10-29    1999  302  Fri  5     4.888   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.106   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  56.579   0.000   0.000  56.579  43.004   4.498   0.074   1.000   0.267   0.644   0.037
1999-303  1999-10-30    1999  303  Sat  6     4.276   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.098   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  56.579   0.000   0.000  56.579  43.004   4.498   0.074   1.000   0.267   0.644   0.037
1999-304  1999-10-31    1999  304  Sun  7     3.982   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.092   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  56.579   0.000   0.000  56.579  43.004   4.498   0.074   1.000   0.267   0.644   0.037
1999-305  1999-11-01    1999  305  Mon  8     3.866   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.092   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  56.579   0.000   0.000  56.579  43.004   4.498   0.074   1.000   0.267   0.644   0.037
1999-306  1999-11-02    1999  306  Tue  9     4.282   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.097   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  56.579   0.000   0.000  56.579  43.004   4.498   0.074   1.000   0.267   0.644   0.037
1999-307  1999-11-03    1999  307  Wed  10    3.988   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.091   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  56.579   0.000   0.000  56.579  43.004   4.498   0.074   1.000   0.267   0.644   0.037
