************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:50:33
Simulation start date: 2016-11-03
Simulation end date: 2017-03-08
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2016 Wheat -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2016-308  2016-11-03    2016  308  Thu  0     3.718   0.558   0.558   0.558   0.000   0.728   1.000   0.050   0.200   0.000   0.150   0.150   1.155   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  24.431   0.000  17.778  23.667   0.000   0.000   0.000   0.000   0.764   0.031   0.000   0.272   0.663   0.049
2016-309  2016-11-04    2016  309  Fri  1     3.968   0.595   0.595   0.595   0.000   0.726   1.000   0.050   0.222   0.000   0.150   0.150   1.161   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  27.145   0.000  19.713  23.071   0.000   0.000   0.000   0.000   1.359   0.050   0.000   0.258   0.609   0.022
2016-310  2016-11-05    2016  310  Sat  2     3.897   0.585   0.585   0.585   0.000   0.727   1.000   0.050   0.244   0.000   0.150   0.150   1.162   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  29.860   0.000  21.696  22.487   0.000   0.000   0.000   0.000   1.944   0.065   0.000   0.246   0.565   0.011
2016-311  2016-11-06    2016  311  Sun  3     3.840   0.576   0.576   0.576   0.000   0.727   1.000   0.050   0.267   0.000   0.150   0.150   1.159   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  32.574   0.000  23.680  21.911   0.000   0.000   0.000   0.000   2.520   0.077   0.000   0.236   0.528   0.006
2016-312  2016-11-07    2016  312  Mon  4     5.128   0.769   0.769   0.769   0.000   0.719   1.000   0.050   0.289   0.000   0.150   0.150   1.178   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  35.289   0.000  25.381  21.141   0.000   0.000   0.000   0.000   3.289   0.093   0.000   0.227   0.494   0.003
2016-313  2016-11-08    2016  313  Tue  5     5.365   0.805   0.805   0.805   0.000   0.718   1.000   0.050   0.311   0.000   0.150   0.150   1.178   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  38.003   0.000  27.279  20.337   0.000   0.000   0.000   0.000   4.094   0.108   0.000   0.219   0.465   0.002
2016-314  2016-11-09    2016  314  Wed  6     5.190   0.779   0.779   0.779   0.000   0.719   1.000   0.050   0.333   0.000   0.150   0.150   1.176   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  40.718   0.000  29.270  19.558   0.000   0.000   0.000   0.000   4.872   0.120   0.000   0.213   0.440   0.001
2016-315  2016-11-10    2016  315  Thu  7     3.464   0.520   0.520   0.520   0.000   0.729   1.000   0.050   0.356   0.000   0.150   0.150   1.153   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  43.432   0.000  31.671  19.039   0.000   0.000   0.000   0.000   5.392   0.124   0.000   0.207   0.420   0.001
2016-316  2016-11-11    2016  316  Fri  8     3.806   0.571   0.571   0.571   0.000   0.727   1.000   0.050   0.378   0.000   0.150   0.150   1.162   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  46.147   0.000  33.556  18.468   0.000   0.000   0.000   0.000   5.963   0.129   0.000   0.203   0.403   0.000
2016-317  2016-11-12    2016  317  Sat  9     3.932   0.590   0.590   0.590   0.000   0.726   1.000   0.050   0.400   0.000   0.150   0.150   1.162   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  48.861   0.000  35.493  17.878   0.000   0.000   0.000   0.000   6.553   0.134   0.000   0.199   0.387   0.000
