************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:50:33
Simulation start date: 2014-10-24
Simulation end date: 2014-11-03
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2014 Fallow -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2014-297  2014-10-24    2014  297  Fri  0     3.824   4.164   4.164   0.000   4.164   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.089   1.089   1.089   1.089   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.365  61.077  43.004 144.816  78.302   0.000  17.225  61.077  25.779   0.000   0.000   0.599   0.310   0.807   0.365
2014-298  2014-10-25    2014  298  Sat  1     4.042   4.460   4.460   0.000   4.460   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.103   1.103   1.103   1.103   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.223  61.077  43.004 144.816  73.477   0.000  12.401  61.077  30.603   0.000   0.000   0.712   0.301   0.771   0.223
2014-299  2014-10-26    2014  299  Sun  2     3.348   3.618   3.618   0.000   3.618   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.081   1.081   1.081   1.081   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.150  61.077  43.004 144.816  69.636   0.000   8.560  61.077  34.444   0.000   0.000   0.801   0.293   0.742   0.150
2014-300  2014-10-27    2014  300  Mon  3     3.339   3.610   3.610   0.000   3.610   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.081   1.081   1.081   1.081   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.101  61.077  43.004 144.816  65.876   0.000   4.799  61.077  38.205   0.000   0.000   0.888   0.286   0.714   0.101
2014-301  2014-10-28    2014  301  Tue  4     3.495   3.802   3.802   0.000   3.802   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.088   1.088   1.088   1.088   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.067  61.077  43.004 144.816  61.972   0.000   0.896  61.077  42.108   0.000   0.000   0.979   0.278   0.684   0.067
2014-302  2014-10-29    2014  302  Wed  5     3.801   4.148   4.148   0.000   4.148   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.091   1.091   1.091   1.091   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.757   0.000   0.000  57.757  43.004   3.320   0.054   1.000   0.269   0.653   0.042
2014-303  2014-10-30    2014  303  Thu  6     4.415   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.106   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.757   0.000   0.000  57.757  43.004   3.320   0.054   1.000   0.269   0.653   0.042
2014-304  2014-10-31    2014  304  Fri  7     4.600   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.119   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.757   0.000   0.000  57.757  43.004   3.320   0.054   1.000   0.269   0.653   0.042
2014-305  2014-11-01    2014  305  Sat  8     4.960   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.131   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.757   0.000   0.000  57.757  43.004   3.320   0.054   1.000   0.269   0.653   0.042
2014-306  2014-11-02    2014  306  Sun  9     5.154   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.129   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.757   0.000   0.000  57.757  43.004   3.320   0.054   1.000   0.269   0.653   0.042
2014-307  2014-11-03    2014  307  Mon  10    5.249   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.137   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.757   0.000   0.000  57.757  43.004   3.320   0.054   1.000   0.269   0.653   0.042
