************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:50:29
Simulation start date: 2001-11-03
Simulation end date: 2002-03-08
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2001 Wheat -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2001-307  2001-11-03    2001  307  Sat  0     5.323   0.798   0.798   0.798   0.000   0.718   1.000   0.050   0.200   0.000   0.150   0.150   1.177   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  24.431   0.000  17.543  18.226   0.000   0.000   0.000   0.000   6.205   0.254   0.000   0.245   0.561   0.010
2001-308  2001-11-04    2001  308  Sun  1     4.046   0.607   0.607   0.607   0.000   0.726   1.000   0.050   0.222   0.000   0.150   0.150   1.158   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  27.145   0.000  19.700  17.619   0.000   0.000   0.000   0.000   6.812   0.251   0.000   0.233   0.517   0.005
2001-309  2001-11-05    2001  309  Mon  2     3.549   0.532   0.532   0.532   0.000   0.729   1.000   0.050   0.244   0.000   0.150   0.150   1.153   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  29.860   0.000  21.759  17.087   0.000   0.000   0.000   0.000   7.344   0.246   0.000   0.224   0.482   0.002
2001-310  2001-11-06    2001  310  Tue  3     3.782   0.567   0.567   0.567   0.000   0.727   1.000   0.050   0.267   0.000   0.150   0.150   1.165   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  32.574   0.000  23.691  16.519   0.000   0.000   0.000   0.000   7.911   0.243   0.000   0.216   0.452   0.001
2001-311  2001-11-07    2001  311  Wed  4     3.888   0.583   0.583   0.583   0.000   0.727   1.000   0.050   0.289   0.000   0.150   0.150   1.160   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  35.289   0.000  25.643  15.936   0.000   0.000   0.000   0.000   8.494   0.241   0.000   0.209   0.427   0.001
2001-312  2001-11-08    2001  312  Thu  5     4.034   0.605   0.605   0.605   0.000   0.726   1.000   0.050   0.311   0.000   0.150   0.150   1.163   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  38.003   0.000  27.582  15.331   0.000   0.000   0.000   0.000   9.100   0.239   0.000   0.203   0.405   0.000
2001-313  2001-11-09    2001  313  Fri  6     4.114   0.617   0.617   0.617   0.000   0.725   1.000   0.050   0.333   0.000   0.150   0.150   1.173   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  40.718   0.000  29.533  14.714   0.000   0.000   0.000   0.000   9.717   0.239   0.000   0.198   0.385   0.000
2001-314  2001-11-10    2001  314  Sat  7     3.801   0.570   0.570   0.570   0.000   0.727   1.000   0.050   0.356   0.000   0.150   0.150   1.172   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  43.432   0.000  31.584  14.144   0.000   0.000   0.000   0.000  10.287   0.237   0.000   0.194   0.369   0.000
2001-315  2001-11-11    2001  315  Sun  8     3.995   0.599   0.599   0.599   0.000   0.726   1.000   0.050   0.378   0.000   0.150   0.150   1.168   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  46.147   0.000  33.504  13.545   0.000   0.000   0.000   0.000  10.886   0.236   0.000   0.190   0.354   0.000
2001-316  2001-11-12    2001  316  Mon  9     5.019   0.753   0.753   0.753   0.000   0.720   1.000   0.050   0.400   0.000   0.150   0.150   1.178   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  48.861   0.000  35.174  12.792   0.000   0.000   0.000   0.000  11.639   0.238   0.000   0.186   0.340   0.000
2001-317  2001-11-13    2001  317  Tue  10    3.998   0.600   0.600   0.600   0.000   0.726   1.000   0.050   0.422   0.000   0.150   0.150   1.168   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  51.576   0.000  37.445  12.192   0.000   0.000   0.000   0.000  12.239   0.237   0.000   0.183   0.328   0.000
2001-318  2001-11-14    2001  318  Wed  11    3.042   0.456   0.456   0.456   0.000   0.732   1.000   0.050   0.444   0.000   0.150   0.150   1.150   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  54.290   0.000  39.727  11.736   0.000   0.000   0.000   0.000  12.695   0.234   0.000   0.180   0.319   0.000
2001-319  2001-11-15    2001  319  Thu  12    2.718   0.408   0.408   0.408   0.000   0.734   1.000   0.050   0.467   0.000   0.150   0.150   1.147   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  57.005   0.000  41.824  11.328   0.000   0.000   0.000   0.000  13.103   0.230   0.000   0.178   0.311   0.000
2001-320  2001-11-16    2001  320  Fri  13    2.652   0.398   0.398   0.398   0.000   0.734   1.000   0.050   0.489   0.000   0.150   0.150   1.147   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  59.719   0.000  43.839  10.930   0.000   0.000   0.000   0.000  13.500   0.226   0.000   0.176   0.304   0.000
