************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:50:27
Simulation start date: 1991-11-03
Simulation end date: 1992-03-07
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 1991 Wheat -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
1991-307  1991-11-03    1991  307  Sun  0     4.427   0.664   0.664   0.664   0.000   0.723   1.000   0.050   0.200   0.000   0.150   0.150   1.167   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  24.431   0.000  17.674  22.760   0.000   0.000   0.000   0.000   1.670   0.068   0.000   0.268   0.646   0.038
1991-308  1991-11-04    1991  308  Mon  1     4.008   0.601   0.601   0.601   0.000   0.726   1.000   0.050   0.222   0.000   0.150   0.150   1.159   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  27.145   0.000  19.706  22.159   0.000   0.000   0.000   0.000   2.272   0.084   0.000   0.254   0.594   0.017
1991-309  1991-11-05    1991  309  Tue  2     4.190   0.628   0.628   0.628   0.000   0.725   1.000   0.050   0.244   0.000   0.150   0.150   1.164   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  29.860   0.000  21.644  21.531   0.000   0.000   0.000   0.000   2.900   0.097   0.000   0.242   0.550   0.008
1991-310  1991-11-06    1991  310  Wed  3     3.577   0.536   0.536   0.536   0.000   0.729   1.000   0.050   0.267   0.000   0.150   0.150   1.154   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  32.574   0.000  23.732  20.994   0.000   0.000   0.000   0.000   3.436   0.105   0.000   0.233   0.515   0.005
1991-311  1991-11-07    1991  311  Thu  4     3.734   0.560   0.560   0.560   0.000   0.728   1.000   0.050   0.289   0.000   0.150   0.150   1.156   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  35.289   0.000  25.676  20.434   0.000   0.000   0.000   0.000   3.997   0.113   0.000   0.225   0.485   0.003
1991-312  1991-11-08    1991  312  Fri  5     3.196   0.479   0.479   0.479   0.000   0.731   1.000   0.050   0.311   0.000   0.150   0.150   1.153   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  38.003   0.000  27.774  19.955   0.000   0.000   0.000   0.000   4.476   0.118   0.000   0.218   0.460   0.002
1991-313  1991-11-09    1991  313  Sat  6     3.297   0.495   0.495   0.495   0.000   0.730   1.000   0.050   0.333   0.000   0.150   0.150   1.152   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  40.718   0.000  29.733  19.460   0.000   0.000   0.000   0.000   4.971   0.122   0.000   0.212   0.439   0.001
1991-314  1991-11-10    1991  314  Sun  7     3.007   0.451   0.451   0.451   0.000   0.732   1.000   0.050   0.356   0.000   0.150   0.150   1.153   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  43.432   0.000  31.791  19.009   0.000   0.000   0.000   0.000   5.422   0.125   0.000   0.207   0.420   0.001
1991-315  1991-11-11    1991  315  Mon  8     2.617   0.392   0.392   0.392   0.000   0.734   1.000   0.050   0.378   0.000   0.150   0.150   1.156   0.150   0.150   0.000   0.000   1.000   1.000  18.879   0.000   0.000   0.000   1.030   0.000   0.000  46.147   0.000  33.886  19.646   0.000   0.000   0.000   0.000   4.784   0.104   0.000   0.206   0.415   0.001
1991-316  1991-11-12    1991  316  Tue  9     2.791   0.626   0.626   0.419   0.208   0.725   1.000   0.050   0.400   0.000   0.150   0.150   1.155   0.224   0.224   0.074   0.074   1.000   1.000  19.087   0.000   0.000   0.000   0.000   0.000   0.000  48.861   0.000  35.422  19.020   0.000   0.000   0.000   0.000   5.411   0.111   0.000   0.201   0.398   0.000
