************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:50:29
Simulation start date: 2002-11-03
Simulation end date: 2003-03-08
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2002 Wheat -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2002-307  2002-11-03    2002  307  Sun  0     3.636   0.545   0.545   0.545   0.000   0.728   1.000   0.050   0.200   0.000   0.150   0.150   1.157   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  24.431   0.000  17.790  22.479   0.000   0.000   0.000   0.000   1.952   0.080   0.000   0.266   0.641   0.036
2002-308  2002-11-04    2002  308  Mon  1     3.241   0.486   0.486   0.486   0.000   0.731   1.000   0.050   0.222   0.000   0.150   0.150   1.153   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  27.145   0.000  19.831  21.993   0.000   0.000   0.000   0.000   2.438   0.090   0.000   0.253   0.591   0.016
2002-309  2002-11-05    2002  309  Tue  2     3.189   0.478   0.478   0.478   0.000   0.731   1.000   0.050   0.244   0.000   0.150   0.150   1.150   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  29.860   0.000  21.823  21.514   0.000   0.000   0.000   0.000   2.916   0.098   0.000   0.242   0.550   0.008
2002-310  2002-11-06    2002  310  Wed  3     3.046   0.457   0.457   0.457   0.000   0.732   1.000   0.050   0.267   0.000   0.150   0.150   1.157   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  32.574   0.000  23.835  21.058   0.000   0.000   0.000   0.000   3.373   0.104   0.000   0.233   0.516   0.005
2002-311  2002-11-07    2002  311  Thu  4     3.382   0.507   0.507   0.507   0.000   0.730   1.000   0.050   0.289   0.000   0.150   0.150   1.157   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  35.289   0.000  25.750  20.550   0.000   0.000   0.000   0.000   3.880   0.110   0.000   0.225   0.486   0.003
2002-312  2002-11-08    2002  312  Fri  5     3.360   0.504   0.504   0.504   0.000   0.730   1.000   0.050   0.311   0.000   0.150   0.150   1.157   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  38.003   0.000  27.736  20.046   0.000   0.000   0.000   0.000   4.384   0.115   0.000   0.218   0.461   0.002
2002-313  2002-11-09    2002  313  Sat  6     3.056   0.458   0.458   0.458   0.000   0.732   1.000   0.050   0.333   0.000   0.150   0.150   1.156   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  40.718   0.000  29.792  19.588   0.000   0.000   0.000   0.000   4.843   0.119   0.000   0.213   0.440   0.001
2002-314  2002-11-10    2002  314  Sun  7     3.696   0.554   0.554   0.554   0.000   0.728   1.000   0.050   0.356   0.000   0.150   0.150   1.158   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  43.432   0.000  31.611  19.034   0.000   0.000   0.000   0.000   5.397   0.124   0.000   0.207   0.420   0.001
2002-315  2002-11-11    2002  315  Mon  8     3.878   0.582   0.582   0.582   0.000   0.727   1.000   0.050   0.378   0.000   0.150   0.150   1.163   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  46.147   0.000  33.536  18.452   0.000   0.000   0.000   0.000   5.979   0.130   0.000   0.203   0.403   0.000
2002-316  2002-11-12    2002  316  Tue  9     3.210   0.481   0.481   0.481   0.000   0.731   1.000   0.050   0.400   0.000   0.150   0.150   1.164   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  48.861   0.000  35.705  17.971   0.000   0.000   0.000   0.000   6.460   0.132   0.000   0.199   0.388   0.000
