************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:50:26
Simulation start date: 1993-10-24
Simulation end date: 1993-11-03
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 1993 Fallow -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
1993-297  1993-10-24    1993  297  Sun  0     4.394   4.814   4.814   0.000   4.814   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.096   1.096   1.096   1.096   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.084  61.077  43.004 144.816  64.105   0.000   3.029  61.077  39.975   0.000   0.000   0.930   0.282   0.700   0.084
1993-298  1993-10-25    1993  298  Mon  1     4.189   4.602   4.602   0.000   4.602   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.099   1.099   1.099   1.099   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  59.419   0.000   0.000  59.419  43.004   1.658   0.027   1.000   0.273   0.665   0.051
1993-299  1993-10-26    1993  299  Tue  2     4.899   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.121   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  59.419   0.000   0.000  59.419  43.004   1.658   0.027   1.000   0.273   0.665   0.051
1993-300  1993-10-27    1993  300  Wed  3     5.326   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.134   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  59.419   0.000   0.000  59.419  43.004   1.658   0.027   1.000   0.273   0.665   0.051
1993-301  1993-10-28    1993  301  Thu  4     4.868   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.119   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  59.419   0.000   0.000  59.419  43.004   1.658   0.027   1.000   0.273   0.665   0.051
1993-302  1993-10-29    1993  302  Fri  5     3.973   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.094   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  59.419   0.000   0.000  59.419  43.004   1.658   0.027   1.000   0.273   0.665   0.051
1993-303  1993-10-30    1993  303  Sat  6     3.945   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.100   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  59.419   0.000   0.000  59.419  43.004   1.658   0.027   1.000   0.273   0.665   0.051
1993-304  1993-10-31    1993  304  Sun  7     4.009   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.102   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  59.419   0.000   0.000  59.419  43.004   1.658   0.027   1.000   0.273   0.665   0.051
1993-305  1993-11-01    1993  305  Mon  8     3.537   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.082   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  59.419   0.000   0.000  59.419  43.004   1.658   0.027   1.000   0.273   0.665   0.051
1993-306  1993-11-02    1993  306  Tue  9     3.884   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.097   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  59.419   0.000   0.000  59.419  43.004   1.658   0.027   1.000   0.273   0.665   0.051
1993-307  1993-11-03    1993  307  Wed  10    3.215   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.075   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  59.419   0.000   0.000  59.419  43.004   1.658   0.027   1.000   0.273   0.665   0.051
