************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:50:31
Simulation start date: 2010-10-24
Simulation end date: 2010-11-03
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2010 Fallow -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2010-297  2010-10-24    2010  297  Sun  0     4.765   5.353   5.353   0.000   5.353   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.123   1.123   1.123   1.123   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.999  61.077  43.004 144.816  87.961   0.000  26.885  61.077  16.119   0.000   0.000   0.375   0.330   0.879   0.999
2010-298  2010-10-25    2010  298  Mon  1     4.544   5.045   5.045   0.000   5.045   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.110   1.110   1.110   1.110   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.528  61.077  43.004 144.816  81.916   0.000  20.840  61.077  22.164   0.000   0.000   0.515   0.318   0.834   0.528
2010-299  2010-10-26    2010  299  Tue  2     4.319   4.756   4.756   0.000   4.756   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.101   1.101   1.101   1.101   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.307  61.077  43.004 144.816  76.632   0.000  15.555  61.077  27.449   0.000   0.000   0.638   0.307   0.794   0.307
2010-300  2010-10-27    2010  300  Wed  3     4.344   4.819   4.819   0.000   4.819   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.110   1.110   1.110   1.110   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.182  61.077  43.004 144.816  71.505   0.000  10.428  61.077  32.576   0.000   0.000   0.758   0.297   0.756   0.182
2010-301  2010-10-28    2010  301  Thu  4     4.891   5.484   5.484   0.000   5.484   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.121   1.121   1.121   1.121   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.101  61.077  43.004 144.816  65.838   0.000   4.762  61.077  38.242   0.000   0.000   0.889   0.286   0.713   0.101
2010-302  2010-10-29    2010  302  Fri  5     3.553   3.853   3.853   0.000   3.853   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.084   1.084   1.084   1.084   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.066  61.077  43.004 144.816  61.884   0.000   0.808  61.077  42.196   0.000   0.000   0.981   0.278   0.684   0.066
2010-303  2010-10-30    2010  303  Sat  6     3.792   4.158   4.158   0.000   4.158   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.097   1.097   1.097   1.097   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.659   0.000   0.000  57.659  43.004   3.417   0.056   1.000   0.269   0.652   0.042
2010-304  2010-10-31    2010  304  Sun  7     4.047   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.101   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.659   0.000   0.000  57.659  43.004   3.417   0.056   1.000   0.269   0.652   0.042
2010-305  2010-11-01    2010  305  Mon  8     3.846   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.095   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.659   0.000   0.000  57.659  43.004   3.417   0.056   1.000   0.269   0.652   0.042
2010-306  2010-11-02    2010  306  Tue  9     3.929   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.099   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.659   0.000   0.000  57.659  43.004   3.417   0.056   1.000   0.269   0.652   0.042
2010-307  2010-11-03    2010  307  Wed  10    3.964   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.103   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.659   0.000   0.000  57.659  43.004   3.417   0.056   1.000   0.269   0.652   0.042
