************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:50:30
Simulation start date: 2012-06-11
Simulation end date: 2012-10-24
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2012 Rice -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2012-163  2012-06-11    2012  163  Mon  0     9.054  10.626  10.626   1.358   9.268   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.174   1.174   1.174   1.024   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  18.102 108.994   4.914  43.004  61.077   0.000   0.000   0.000   0.000   0.372   1.000   3.141
2012-164  2012-06-12    2012  164  Tue  1     8.920  10.418  10.418   1.338   9.080   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.168   1.168   1.168   1.018   1.000   1.000   1.000   0.000   3.141 100.000   0.000   0.000   0.000   3.141  61.077  43.004  18.102 195.436  91.355  43.004  61.077   0.000   0.000   0.000   0.000   0.545   1.000   3.141
2012-165  2012-06-13    2012  165  Wed  2    10.823  12.787  12.787   1.624  11.163   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.181   1.181   1.181   1.031   1.000   1.000   1.000  11.163   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  18.102 179.508  75.428  43.004  61.077   0.000   0.000   0.000   0.000   0.513   1.000   3.141
2012-166  2012-06-14    2012  166  Thu  3    11.440  13.572  13.572   1.716  11.856   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.186   1.186   1.186   1.036   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  18.102 162.796  58.715  43.004  61.077   0.000   0.000   0.000   0.000   0.479   1.000   3.141
2012-167  2012-06-15    2012  167  Fri  4    11.007  13.008  13.008   1.651  11.357   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.182   1.182   1.182   1.032   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  18.102 146.646  42.566  43.004  61.077   0.000   0.000   0.000   0.000   0.447   1.000   3.141
2012-168  2012-06-16    2012  168  Sat  5    11.683  13.900  13.900   1.752  12.148   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.190   1.190   1.190   1.040   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  18.102 129.605  25.525  43.004  61.077   0.000   0.000   0.000   0.000   0.413   1.000   3.141
2012-169  2012-06-17    2012  169  Sun  6    10.915  12.927  12.927   1.637  11.290   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.184   1.184   1.184   1.034   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  18.102 113.537   9.457  43.004  61.077   0.000   0.000   0.000   0.000   0.381   1.000   3.141
2012-170  2012-06-18    2012  170  Mon  7     6.830   7.924   7.924   1.024   6.900   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.160   1.160   1.160   1.010   1.000   1.000   1.000   0.000   3.141 100.000   0.000   0.000   0.000   3.141  61.077  43.004  18.102 202.472  98.392  43.004  61.077   0.000   0.000   0.000   0.000   0.559   1.000   3.141
2012-171  2012-06-19    2012  171  Tue  8     8.172   9.532   9.532   1.226   8.306   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.166   1.166   1.166   1.016   1.000   1.000   1.000   8.306   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  18.102 189.800  85.719  43.004  61.077   0.000   0.000   0.000   0.000   0.533   1.000   3.141
2012-172  2012-06-20    2012  172  Wed  9    10.136  11.902  11.902   1.520  10.382   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.174   1.174   1.174   1.024   1.000   1.000   1.000  18.688   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  18.102 174.756  70.676  43.004  61.077   0.000   0.000   0.000   0.000   0.503   1.000   3.141
