************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:50:26
Simulation start date: 1989-10-24
Simulation end date: 1989-11-03
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 1989 Fallow -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
1989-297  1989-10-24    1989  297  Tue  0     3.895   4.227   4.227   0.000   4.227   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.085   1.085   1.085   1.085   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  59.750   0.000   0.000  59.750  43.004   1.327   0.022   1.000   0.273   0.668   0.053
1989-298  1989-10-25    1989  298  Wed  1     4.533   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.105   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  59.750   0.000   0.000  59.750  43.004   1.327   0.022   1.000   0.273   0.668   0.053
1989-299  1989-10-26    1989  299  Thu  2     4.551   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.103   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  59.750   0.000   0.000  59.750  43.004   1.327   0.022   1.000   0.273   0.668   0.053
1989-300  1989-10-27    1989  300  Fri  3     4.410   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.101   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  59.750   0.000   0.000  59.750  43.004   1.327   0.022   1.000   0.273   0.668   0.053
1989-301  1989-10-28    1989  301  Sat  4     3.691   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.085   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  59.750   0.000   0.000  59.750  43.004   1.327   0.022   1.000   0.273   0.668   0.053
1989-302  1989-10-29    1989  302  Sun  5     3.843   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.090   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  59.750   0.000   0.000  59.750  43.004   1.327   0.022   1.000   0.273   0.668   0.053
1989-303  1989-10-30    1989  303  Mon  6     3.839   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.089   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  59.750   0.000   0.000  59.750  43.004   1.327   0.022   1.000   0.273   0.668   0.053
1989-304  1989-10-31    1989  304  Tue  7     4.227   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.106   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  59.750   0.000   0.000  59.750  43.004   1.327   0.022   1.000   0.273   0.668   0.053
1989-305  1989-11-01    1989  305  Wed  8     3.896   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.095   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  59.750   0.000   0.000  59.750  43.004   1.327   0.022   1.000   0.273   0.668   0.053
1989-306  1989-11-02    1989  306  Thu  9     3.976   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.093   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  59.750   0.000   0.000  59.750  43.004   1.327   0.022   1.000   0.273   0.668   0.053
1989-307  1989-11-03    1989  307  Fri  10    3.837   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.095   0.000   0.000   0.000   0.000   1.000   1.000  19.899   0.000   0.000   0.000   0.010   0.000   0.000  61.077  43.004 144.816  59.760   0.000   0.000  59.760  43.004   1.317   0.022   1.000   0.273   0.668   0.053
