************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:50:32
Simulation start date: 2018-10-24
Simulation end date: 2018-11-03
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2018 Fallow -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2018-297  2018-10-24    2018  297  Wed  0     4.006   4.372   4.372   0.000   4.372   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.091   1.091   1.091   1.091   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   1.009  61.077  43.004 144.816  88.048   0.000  26.972  61.077  16.032   0.000   0.000   0.373   0.330   0.880   1.009
2018-298  2018-10-25    2018  298  Thu  1     3.918   4.260   4.260   0.000   4.260   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.087   1.087   1.087   1.087   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.578  61.077  43.004 144.816  82.780   0.000  21.703  61.077  21.301   0.000   0.000   0.495   0.319   0.840   0.578
2018-299  2018-10-26    2018  299  Fri  2     3.679   4.010   4.010   0.000   4.010   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.090   1.090   1.090   1.090   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.361  61.077  43.004 144.816  78.192   0.000  17.115  61.077  25.889   0.000   0.000   0.602   0.310   0.806   0.361
2018-300  2018-10-27    2018  300  Sat  3     3.874   4.246   4.246   0.000   4.246   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.096   1.096   1.096   1.096   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.225  61.077  43.004 144.816  73.585   0.000  12.508  61.077  30.496   0.000   0.000   0.709   0.301   0.771   0.225
2018-301  2018-10-28    2018  301  Sun  4     3.865   4.263   4.263   0.000   4.263   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.103   1.103   1.103   1.103   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.142  61.077  43.004 144.816  69.097   0.000   8.020  61.077  34.984   0.000   0.000   0.813   0.292   0.738   0.142
2018-302  2018-10-29    2018  302  Mon  5     3.884   4.286   4.286   0.000   4.286   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.103   1.103   1.103   1.103   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.089  61.077  43.004 144.816  64.669   0.000   3.593  61.077  39.411   0.000   0.000   0.916   0.283   0.705   0.089
2018-303  2018-10-30    2018  303  Tue  6     3.602   3.936   3.936   0.000   3.936   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.093   1.093   1.093   1.093   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  60.644   0.000   0.000  60.644  43.004   0.432   0.007   1.000   0.275   0.674   0.058
2018-304  2018-10-31    2018  304  Wed  7     3.612   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.090   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  60.644   0.000   0.000  60.644  43.004   0.432   0.007   1.000   0.275   0.674   0.058
2018-305  2018-11-01    2018  305  Thu  8     3.207   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.082   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  60.644   0.000   0.000  60.644  43.004   0.432   0.007   1.000   0.275   0.674   0.058
2018-306  2018-11-02    2018  306  Fri  9     3.968   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.111   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.001   0.000   0.000  61.077  43.004 144.816  60.645   0.000   0.000  60.645  43.004   0.432   0.007   1.000   0.275   0.674   0.058
2018-307  2018-11-03    2018  307  Sat  10    3.657   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.168   0.000   0.000   0.000   0.000   1.000   1.000  19.901   0.000   0.000   0.000   0.008   0.000   0.000  61.077  43.004 144.816  60.653   0.000   0.000  60.653  43.004   0.423   0.007   1.000   0.275   0.674   0.058
