************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:50:33
Simulation start date: 2017-11-03
Simulation end date: 2018-03-08
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2017 Wheat -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2017-307  2017-11-03    2017  307  Fri  0     3.025   0.454   0.454   0.454   0.000   0.732   1.000   0.050   0.200   0.000   0.150   0.150   1.151   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  24.431   0.000  17.879  19.970   0.000   0.000   0.000   0.000   4.460   0.183   0.000   0.254   0.594   0.017
2017-308  2017-11-04    2017  308  Sat  1     3.249   0.487   0.487   0.487   0.000   0.731   1.000   0.050   0.222   0.000   0.150   0.150   1.150   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  27.145   0.000  19.830  19.483   0.000   0.000   0.000   0.000   4.948   0.182   0.000   0.242   0.548   0.008
2017-309  2017-11-05    2017  309  Sun  2     2.966   0.445   0.445   0.445   0.000   0.732   1.000   0.050   0.244   0.000   0.150   0.150   1.147   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  29.860   0.000  21.863  19.038   0.000   0.000   0.000   0.000   5.393   0.181   0.000   0.232   0.512   0.004
2017-310  2017-11-06    2017  310  Mon  3     3.138   0.471   0.471   0.471   0.000   0.731   1.000   0.050   0.267   0.000   0.150   0.150   1.156   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  32.574   0.000  23.817  18.567   0.000   0.000   0.000   0.000   5.863   0.180   0.000   0.224   0.481   0.002
2017-311  2017-11-07    2017  311  Tue  4     2.942   0.441   0.441   0.441   0.000   0.732   1.000   0.050   0.289   0.000   0.150   0.150   1.153   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  35.289   0.000  25.844  18.126   0.000   0.000   0.000   0.000   6.305   0.179   0.000   0.217   0.455   0.001
2017-312  2017-11-08    2017  312  Wed  5     2.969   0.445   0.445   0.445   0.000   0.732   1.000   0.050   0.311   0.000   0.150   0.150   1.153   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  38.003   0.000  27.825  17.681   0.000   0.000   0.000   0.000   6.750   0.178   0.000   0.211   0.433   0.001
2017-313  2017-11-09    2017  313  Thu  6     3.152   0.473   0.473   0.473   0.000   0.731   1.000   0.050   0.333   0.000   0.150   0.150   1.155   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  40.718   0.000  29.768  17.208   0.000   0.000   0.000   0.000   7.223   0.177   0.000   0.206   0.413   0.001
2017-314  2017-11-10    2017  314  Fri  7     3.234   0.485   0.485   0.485   0.000   0.731   1.000   0.050   0.356   0.000   0.150   0.150   1.153   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  43.432   0.000  31.731  16.723   0.000   0.000   0.000   0.000   7.708   0.177   0.000   0.201   0.396   0.000
2017-315  2017-11-11    2017  315  Sat  8     3.110   0.467   0.467   0.467   0.000   0.731   1.000   0.050   0.378   0.000   0.150   0.150   1.156   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  46.147   0.000  33.749  16.256   0.000   0.000   0.000   0.000   8.174   0.177   0.000   0.197   0.381   0.000
2017-316  2017-11-12    2017  316  Sun  9     3.202   0.480   0.480   0.480   0.000   0.731   1.000   0.050   0.400   0.000   0.150   0.150   1.160   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  48.861   0.000  35.707  15.776   0.000   0.000   0.000   0.000   8.655   0.177   0.000   0.193   0.368   0.000
2017-317  2017-11-13    2017  317  Mon  10    2.839   0.426   0.426   0.426   0.000   0.733   1.000   0.050   0.422   0.000   0.150   0.150   1.153   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  51.576   0.000  37.803  15.350   0.000   0.000   0.000   0.000   9.081   0.176   0.000   0.190   0.356   0.000
