************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:50:25
Simulation start date: 1996-06-11
Simulation end date: 1996-10-24
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 1996 Rice -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
1996-163  1996-06-11    1996  163  Tue  0     7.301   8.485   8.485   1.095   7.390   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.162   1.162   1.162   1.012   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  18.102 116.572  12.492  43.004  61.077   0.000   0.000   0.000   0.000   0.387   1.000   3.141
1996-164  1996-06-12    1996  164  Wed  1     7.723   9.118   9.118   1.158   7.959   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.181   1.181   1.181   1.031   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  18.102 104.313   0.233  43.004  61.077   0.000   0.000   0.000   0.000   0.363   1.000   3.141
1996-165  1996-06-13    1996  165  Thu  2     5.184   6.066   6.066   0.778   5.289   0.157   1.000   0.050   0.500   0.000   0.150   0.150   1.170   1.170   1.170   1.020   1.000   1.000   1.000   0.000   3.141 100.000   0.000   0.000   0.000   3.141  61.077  43.004  28.483 195.106  91.025  43.004  61.077   0.000   0.000   0.000   0.000   0.544   1.000   3.141
1996-166  1996-06-14    1996  166  Fri  3     6.425   7.414   7.414   0.964   6.450   0.103   1.000   0.050   0.500   0.000   0.150   0.150   1.154   1.154   1.154   1.004   1.000   1.000   1.000   6.450   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  18.724 184.551  80.470  43.004  61.077   0.000   0.000   0.000   0.000   0.523   1.000   3.141
1996-167  1996-06-15    1996  167  Sat  4     5.950   6.872   6.872   0.893   5.979   0.125   1.000   0.050   0.500   0.000   0.150   0.150   1.155   1.155   1.155   1.005   1.000   1.000   1.000  12.429   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  22.653 174.538  70.458  43.004  61.077   0.000   0.000   0.000   0.000   0.503   1.000   3.141
1996-168  1996-06-16    1996  168  Sun  5     4.145   4.797   4.797   0.622   4.175   0.208   1.000   0.050   0.500   0.000   0.150   0.150   1.157   1.157   1.157   1.007   1.000   1.000   1.000  16.605   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  37.673 166.600  62.520  43.004  61.077   0.000   0.000   0.000   0.000   0.487   1.000   3.141
1996-169  1996-06-17    1996  169  Mon  6     6.509   7.554   7.554   0.976   6.578   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.161   1.161   1.161   1.011   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  18.102 155.905  51.825  43.004  61.077   0.000   0.000   0.000   0.000   0.466   1.000   3.141
1996-170  1996-06-18    1996  170  Tue  7     6.138   7.175   7.175   0.921   6.254   0.113   1.000   0.050   0.500   0.000   0.150   0.150   1.169   1.169   1.169   1.019   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  20.455 145.590  41.509  43.004  61.077   0.000   0.000   0.000   0.000   0.445   1.000   3.141
1996-171  1996-06-19    1996  171  Wed  8     5.355   6.236   6.236   0.803   5.433   0.151   1.000   0.050   0.500   0.000   0.150   0.150   1.165   1.165   1.165   1.015   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  27.251 136.212  32.132  43.004  61.077   0.000   0.000   0.000   0.000   0.426   1.000   3.141
1996-172  1996-06-20    1996  172  Thu  9     5.693   6.669   6.669   0.854   5.815   0.133   1.000   0.050   0.500   0.000   0.150   0.150   1.171   1.171   1.171   1.021   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  24.121 126.402  22.322  43.004  61.077   0.000   0.000   0.000   0.000   0.407   1.000   3.141
1996-173  1996-06-21    1996  173  Fri  10    6.125   7.269   7.269   0.919   6.350   0.109   1.000   0.050   0.500   0.000   0.150   0.150   1.187   1.187   1.187   1.037   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  19.777 115.993  11.912  43.004  61.077   0.000   0.000   0.000   0.000   0.386   1.000   3.141
1996-174  1996-06-22    1996  174  Sat  11    3.816   4.559   4.559   0.572   3.987   0.218   1.000   0.050   0.500   0.000   0.150   0.150   1.195   1.195   1.195   1.045   1.000   1.000   1.000   4.801   0.000   0.000   0.000  19.095   0.000   3.141  61.077  43.004  39.396 127.388  23.307  43.004  61.077   0.000   0.000   0.000   0.000   0.409   1.000   3.141
1996-175  1996-06-23    1996  175  Sun  12    4.039   4.747   4.747   0.606   4.142   0.210   1.000   0.050   0.500   0.000   0.150   0.150   1.175   1.175   1.175   1.025   1.000   1.000   1.000   8.942   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  38.033 119.500  15.419  43.004  61.077   0.000   0.000   0.000   0.000   0.393   1.000   3.141
1996-176  1996-06-24    1996  176  Mon  13    2.383   2.751   2.751   0.357   2.393   0.290   1.000   0.050   0.500   0.000   0.150   0.150   1.154   1.154   1.154   1.004   1.000   1.000   1.000   0.000   3.141   0.000   0.000  23.781   0.000   3.141  61.077  43.004  52.489 137.388  33.308  43.004  61.077   0.000   0.000   0.000   0.000   0.429   1.000   3.141
1996-177  1996-06-25    1996  177  Tue  14    3.938   4.549   4.549   0.591   3.958   0.218   1.000   0.050   0.500   0.000   0.150   0.150   1.155   1.155   1.155   1.005   1.000   1.000   1.000   3.958   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  39.469 129.698  25.618  43.004  61.077   0.000   0.000   0.000   0.000   0.413   1.000   3.141
1996-178  1996-06-26    1996  178  Wed  15    4.721   5.443   5.443   0.708   4.735   0.182   1.000   0.050   0.500   0.000   0.150   0.150   1.153   1.153   1.153   1.003   1.000   1.000   1.000   0.000   3.141   0.000   0.000  19.185   0.000   3.141  61.077  43.004  32.996 140.300  36.219  43.004  61.077   0.000   0.000   0.000   0.000   0.434   1.000   3.141
1996-179  1996-06-27    1996  179  Thu  16    4.827   5.570   5.570   0.724   4.846   0.177   1.000   0.050   0.500   0.000   0.150   0.150   1.154   1.154   1.154   1.004   1.000   1.000   1.000   0.000   3.141   0.000   0.000  18.809   0.000   3.141  61.077  43.004  32.074 150.397  46.317  43.004  61.077   0.000   0.000   0.000   0.000   0.455   1.000   3.141
1996-180  1996-06-28    1996  180  Fri  17    5.980   6.956   6.956   0.897   6.059   0.122   1.000   0.050   0.500   0.000   0.150   0.150   1.163   1.163   1.163   1.013   1.000   1.000   1.000   6.059   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  22.040 140.300  36.220  43.004  61.077   0.000   0.000   0.000   0.000   0.434   1.000   3.141
1996-181  1996-06-29    1996  181  Sat  18    5.807   6.783   6.783   0.871   5.912   0.129   1.000   0.050   0.500   0.000   0.150   0.150   1.168   1.168   1.168   1.018   1.000   1.000   1.000  11.971   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  23.296 130.377  26.296  43.004  61.077   0.000   0.000   0.000   0.000   0.415   1.000   3.141
1996-182  1996-06-30    1996  182  Sun  19    5.406   6.278   6.278   0.811   5.467   0.149   1.000   0.050   0.500   0.000   0.150   0.150   1.161   1.161   1.161   1.011   1.000   1.000   1.000  17.438   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  26.949 120.957  16.877  43.004  61.077   0.000   0.000   0.000   0.000   0.396   1.000   3.141
1996-183  1996-07-01    1996  183  Mon  20    5.036   5.829   5.829   0.755   5.073   0.167   1.000   0.050   0.500   0.000   0.150   0.150   1.157   1.157   1.157   1.007   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  30.202 111.988   7.907  43.004  61.077   0.000   0.000   0.000   0.000   0.378   1.000   3.141
1996-184  1996-07-02    1996  184  Tue  21    5.761   6.683   6.683   0.864   5.819   0.133   1.000   0.050   0.500   0.000   0.150   0.150   1.160   1.160   1.160   1.010   1.000   1.000   1.000   0.000   3.141 100.000   0.000   0.000   0.000   3.141  61.077  43.004  24.016 202.163  98.083  43.004  61.077   0.000   0.000   0.000   0.000   0.558   1.000   3.141
1996-185  1996-07-03    1996  185  Wed  22    6.449   7.495   7.495   0.967   6.528   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.162   1.162   1.162   1.012   1.000   1.000   1.000   2.098   3.141   0.000   0.000   7.571   0.000   3.141  61.077  43.004  18.138 199.098  95.018  43.004  61.077   0.000   0.000   0.000   0.000   0.552   1.000   3.141
