************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:50:31
Simulation start date: 2006-10-24
Simulation end date: 2006-11-03
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2006 Fallow -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2006-297  2006-10-24    2006  297  Tue  0     3.807   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.090   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  46.561   0.000   0.000  46.561  43.004  14.516   0.238   1.000   0.247   0.569   0.011
2006-298  2006-10-25    2006  298  Wed  1     3.802   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.088   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  46.561   0.000   0.000  46.561  43.004  14.516   0.238   1.000   0.247   0.569   0.011
2006-299  2006-10-26    2006  299  Thu  2     3.551   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.077   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  46.561   0.000   0.000  46.561  43.004  14.516   0.238   1.000   0.247   0.569   0.011
2006-300  2006-10-27    2006  300  Fri  3     3.645   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.080   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  46.561   0.000   0.000  46.561  43.004  14.516   0.238   1.000   0.247   0.569   0.011
2006-301  2006-10-28    2006  301  Sat  4     3.560   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.081   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  46.561   0.000   0.000  46.561  43.004  14.516   0.238   1.000   0.247   0.569   0.011
2006-302  2006-10-29    2006  302  Sun  5     3.910   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.092   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  46.561   0.000   0.000  46.561  43.004  14.516   0.238   1.000   0.247   0.569   0.011
2006-303  2006-10-30    2006  303  Mon  6     4.014   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.102   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  46.561   0.000   0.000  46.561  43.004  14.516   0.238   1.000   0.247   0.569   0.011
2006-304  2006-10-31    2006  304  Tue  7     3.717   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.089   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  46.561   0.000   0.000  46.561  43.004  14.516   0.238   1.000   0.247   0.569   0.011
2006-305  2006-11-01    2006  305  Wed  8     3.603   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.083   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  46.561   0.000   0.000  46.561  43.004  14.516   0.238   1.000   0.247   0.569   0.011
2006-306  2006-11-02    2006  306  Thu  9     3.325   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.078   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  46.561   0.000   0.000  46.561  43.004  14.516   0.238   1.000   0.247   0.569   0.011
2006-307  2006-11-03    2006  307  Fri  10    3.688   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.093   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  46.561   0.000   0.000  46.561  43.004  14.516   0.238   1.000   0.247   0.569   0.011
