************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:50:26
Simulation start date: 1991-10-24
Simulation end date: 1991-11-03
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 1991 Fallow -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
1991-297  1991-10-24    1991  297  Thu  0     4.834   5.362   5.362   0.000   5.362   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.109   1.109   1.109   1.109   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  60.595   0.000   0.000  60.595  43.004   0.481   0.008   1.000   0.275   0.674   0.058
1991-298  1991-10-25    1991  298  Fri  1     4.897   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.118   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  60.595   0.000   0.000  60.595  43.004   0.481   0.008   1.000   0.275   0.674   0.058
1991-299  1991-10-26    1991  299  Sat  2     4.085   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.093   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  60.595   0.000   0.000  60.595  43.004   0.481   0.008   1.000   0.275   0.674   0.058
1991-300  1991-10-27    1991  300  Sun  3     4.383   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.115   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  60.595   0.000   0.000  60.595  43.004   0.481   0.008   1.000   0.275   0.674   0.058
1991-301  1991-10-28    1991  301  Mon  4     4.416   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.113   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  60.595   0.000   0.000  60.595  43.004   0.481   0.008   1.000   0.275   0.674   0.058
1991-302  1991-10-29    1991  302  Tue  5     3.961   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.102   0.000   0.000   0.000   0.000   1.000   1.000  16.296   0.000   0.000   0.000   3.614   0.000   0.085  61.077  43.004 144.816  64.209   0.000   3.133  61.077  39.871   0.000   0.000   0.927   0.282   0.701   0.085
1991-303  1991-10-30    1991  303  Wed  6     3.788   4.136   4.136   0.000   4.136   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.092   1.092   1.092   1.092   1.000   1.000   1.000  16.895   0.000   0.000   0.000   3.536   0.000   0.079  61.077  43.004 144.816  63.524   0.000   2.448  61.077  40.556   0.000   0.000   0.943   0.281   0.696   0.079
1991-304  1991-10-31    1991  304  Thu  7     4.425   4.918   4.918   0.000   4.918   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.112   1.112   1.112   1.112   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  58.527   0.000   0.000  58.527  43.004   2.549   0.042   1.000   0.271   0.659   0.046
1991-305  1991-11-01    1991  305  Fri  8     5.050   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.136   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  58.527   0.000   0.000  58.527  43.004   2.549   0.042   1.000   0.271   0.659   0.046
1991-306  1991-11-02    1991  306  Sat  9     4.899   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.134   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  58.527   0.000   0.000  58.527  43.004   2.549   0.042   1.000   0.271   0.659   0.046
1991-307  1991-11-03    1991  307  Sun  10    4.427   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.118   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  58.527   0.000   0.000  58.527  43.004   2.549   0.042   1.000   0.271   0.659   0.046
