************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:50:31
Simulation start date: 2009-10-24
Simulation end date: 2009-11-03
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2009 Fallow -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2009-297  2009-10-24    2009  297  Sat  0     5.849   6.633   6.633   0.000   6.633   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.134   1.134   1.134   1.134   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.150  61.077  43.004 144.816  69.623   0.000   8.546  61.077  34.458   0.000   0.000   0.801   0.293   0.742   0.150
2009-298  2009-10-25    2009  298  Sun  1     5.393   6.058   6.058   0.000   6.058   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.123   1.123   1.123   1.123   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.078  61.077  43.004 144.816  63.414   0.000   2.338  61.077  40.666   0.000   0.000   0.946   0.281   0.695   0.078
2009-299  2009-10-26    2009  299  Mon  2     5.402   6.133   6.133   0.000   6.133   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.135   1.135   1.135   1.135   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.203   0.000   0.000  57.203  43.004   3.873   0.063   1.000   0.268   0.649   0.040
2009-300  2009-10-27    2009  300  Tue  3     5.444   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.132   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.203   0.000   0.000  57.203  43.004   3.873   0.063   1.000   0.268   0.649   0.040
2009-301  2009-10-28    2009  301  Wed  4     4.872   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.113   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.203   0.000   0.000  57.203  43.004   3.873   0.063   1.000   0.268   0.649   0.040
2009-302  2009-10-29    2009  302  Thu  5     5.834   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.147   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.203   0.000   0.000  57.203  43.004   3.873   0.063   1.000   0.268   0.649   0.040
2009-303  2009-10-30    2009  303  Fri  6     6.388   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.153   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.203   0.000   0.000  57.203  43.004   3.873   0.063   1.000   0.268   0.649   0.040
2009-304  2009-10-31    2009  304  Sat  7     4.629   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.108   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.203   0.000   0.000  57.203  43.004   3.873   0.063   1.000   0.268   0.649   0.040
2009-305  2009-11-01    2009  305  Sun  8     4.159   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.102   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.203   0.000   0.000  57.203  43.004   3.873   0.063   1.000   0.268   0.649   0.040
2009-306  2009-11-02    2009  306  Mon  9     3.989   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.102   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.203   0.000   0.000  57.203  43.004   3.873   0.063   1.000   0.268   0.649   0.040
2009-307  2009-11-03    2009  307  Tue  10    3.272   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.082   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.203   0.000   0.000  57.203  43.004   3.873   0.063   1.000   0.268   0.649   0.040
