************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:50:28
Simulation start date: 2000-10-24
Simulation end date: 2000-11-03
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2000 Fallow -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2000-298  2000-10-24    2000  298  Tue  0     4.199   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.092   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  35.561   0.000   0.000  35.561  43.004  25.516   0.418   1.000   0.225   0.486   0.003
2000-299  2000-10-25    2000  299  Wed  1     4.535   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.101   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  35.561   0.000   0.000  35.561  43.004  25.516   0.418   1.000   0.225   0.486   0.003
2000-300  2000-10-26    2000  300  Thu  2     4.456   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.100   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  35.561   0.000   0.000  35.561  43.004  25.516   0.418   1.000   0.225   0.486   0.003
2000-301  2000-10-27    2000  301  Fri  3     3.781   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.084   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  35.561   0.000   0.000  35.561  43.004  25.516   0.418   1.000   0.225   0.486   0.003
2000-302  2000-10-28    2000  302  Sat  4     3.753   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.081   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  35.561   0.000   0.000  35.561  43.004  25.516   0.418   1.000   0.225   0.486   0.003
2000-303  2000-10-29    2000  303  Sun  5     4.035   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.097   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  35.561   0.000   0.000  35.561  43.004  25.516   0.418   1.000   0.225   0.486   0.003
2000-304  2000-10-30    2000  304  Mon  6     3.768   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.093   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  35.561   0.000   0.000  35.561  43.004  25.516   0.418   1.000   0.225   0.486   0.003
2000-305  2000-10-31    2000  305  Tue  7     3.554   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.083   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  35.561   0.000   0.000  35.561  43.004  25.516   0.418   1.000   0.225   0.486   0.003
2000-306  2000-11-01    2000  306  Wed  8     3.648   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.091   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  35.561   0.000   0.000  35.561  43.004  25.516   0.418   1.000   0.225   0.486   0.003
2000-307  2000-11-02    2000  307  Thu  9     3.268   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.081   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  35.561   0.000   0.000  35.561  43.004  25.516   0.418   1.000   0.225   0.486   0.003
2000-308  2000-11-03    2000  308  Fri  10    3.721   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.096   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  35.561   0.000   0.000  35.561  43.004  25.516   0.418   1.000   0.225   0.486   0.003
