************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:50:32
Simulation start date: 2011-11-03
Simulation end date: 2012-03-07
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2011 Wheat -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2011-307  2011-11-03    2011  307  Thu  0     3.693   0.554   0.554   0.554   0.000   0.728   1.000   0.050   0.200   0.000   0.150   0.150   1.156   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  24.431   0.000  17.782  22.870   0.000   0.000   0.000   0.000   1.560   0.064   0.000   0.268   0.648   0.040
2011-308  2011-11-04    2011  308  Fri  1     3.775   0.566   0.566   0.566   0.000   0.727   1.000   0.050   0.222   0.000   0.150   0.150   1.158   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  27.145   0.000  19.744  22.304   0.000   0.000   0.000   0.000   2.127   0.078   0.000   0.254   0.596   0.018
2011-309  2011-11-05    2011  309  Sat  2     4.482   0.672   0.672   0.672   0.000   0.723   1.000   0.050   0.244   0.000   0.150   0.150   1.171   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  29.860   0.000  21.592  21.632   0.000   0.000   0.000   0.000   2.799   0.094   0.000   0.242   0.551   0.009
2011-310  2011-11-06    2011  310  Sun  3     5.098   0.765   0.765   0.765   0.000   0.719   1.000   0.050   0.267   0.000   0.150   0.150   1.176   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  32.574   0.000  23.434  20.867   0.000   0.000   0.000   0.000   3.564   0.109   0.000   0.232   0.513   0.004
2011-311  2011-11-07    2011  311  Mon  4     4.241   0.636   0.636   0.636   0.000   0.725   1.000   0.050   0.289   0.000   0.150   0.150   1.162   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  35.289   0.000  25.569  20.231   0.000   0.000   0.000   0.000   4.200   0.119   0.000   0.224   0.482   0.002
2011-312  2011-11-08    2011  312  Tue  5     3.962   0.594   0.594   0.594   0.000   0.726   1.000   0.050   0.311   0.000   0.150   0.150   1.158   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  38.003   0.000  27.599  19.636   0.000   0.000   0.000   0.000   4.794   0.126   0.000   0.217   0.456   0.001
2011-313  2011-11-09    2011  313  Wed  6     4.206   0.631   0.631   0.631   0.000   0.725   1.000   0.050   0.333   0.000   0.150   0.150   1.166   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  40.718   0.000  29.511  19.006   0.000   0.000   0.000   0.000   5.425   0.133   0.000   0.211   0.434   0.001
2011-314  2011-11-10    2011  314  Thu  7     4.038   0.606   0.606   0.606   0.000   0.726   1.000   0.050   0.356   0.000   0.150   0.150   1.165   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  43.432   0.000  31.522  18.400   0.000   0.000   0.000   0.000   6.031   0.139   0.000   0.206   0.414   0.001
2011-315  2011-11-11    2011  315  Fri  8     4.209   0.631   0.631   0.631   0.000   0.725   1.000   0.050   0.378   0.000   0.150   0.150   1.165   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  46.147   0.000  33.445  17.769   0.000   0.000   0.000   0.000   6.662   0.144   0.000   0.201   0.396   0.000
2011-316  2011-11-12    2011  316  Sat  9     4.228   0.634   0.634   0.634   0.000   0.725   1.000   0.050   0.400   0.000   0.150   0.150   1.166   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  48.861   0.000  35.406  17.134   0.000   0.000   0.000   0.000   7.296   0.149   0.000   0.197   0.380   0.000
2011-317  2011-11-13    2011  317  Sun  10    3.839   0.576   0.576   0.576   0.000   0.727   1.000   0.050   0.422   0.000   0.150   0.150   1.159   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  51.576   0.000  37.494  16.559   0.000   0.000   0.000   0.000   7.872   0.153   0.000   0.193   0.367   0.000
2011-318  2011-11-14    2011  318  Mon  11    3.559   0.534   0.534   0.534   0.000   0.729   1.000   0.050   0.444   0.000   0.150   0.150   1.157   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  54.290   0.000  39.558  16.025   0.000   0.000   0.000   0.000   8.406   0.155   0.000   0.190   0.355   0.000
2011-319  2011-11-15    2011  319  Tue  12    4.152   0.623   0.623   0.623   0.000   0.725   1.000   0.050   0.467   0.000   0.150   0.150   1.166   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  57.005   0.000  41.333  15.402   0.000   0.000   0.000   0.000   9.029   0.158   0.000   0.187   0.344   0.000
2011-320  2011-11-16    2011  320  Wed  13    4.845   0.727   0.727   0.727   0.000   0.721   1.000   0.050   0.489   0.000   0.150   0.150   1.177   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  59.719   0.000  43.053  14.675   0.000   0.000   0.000   0.000   9.756   0.163   0.000   0.184   0.332   0.000
2011-321  2011-11-17    2011  321  Thu  14    4.536   0.680   0.680   0.680   0.000   0.723   1.000   0.050   0.511   0.000   0.150   0.150   1.170   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  62.434   0.000  45.126  13.995   0.000   0.000   0.000   0.000  10.436   0.167   0.000   0.181   0.322   0.000
2011-322  2011-11-18    2011  322  Fri  15    3.499   0.525   0.525   0.525   0.000   0.729   1.000   0.050   0.533   0.000   0.150   0.150   1.158   0.150   0.150   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  65.148   0.000  47.493  13.470   0.000   0.000   0.000   0.000  10.961   0.168   0.000   0.179   0.314   0.000
2011-323  2011-11-19    2011  323  Sat  16    2.910   0.517   0.517   0.517   0.000   0.729   1.000   0.081   0.556   0.024   0.178   0.178   1.147   0.178   0.178   0.000   0.000   1.000   0.976  19.909   0.000   0.000   0.000   0.000   0.000   0.000  67.863   0.000  49.492  12.952   0.000   0.000   0.000   0.000  11.478   0.169   0.000   0.177   0.307   0.000
2011-324  2011-11-20    2011  324  Sun  17    2.694   0.554   0.554   0.554   0.000   0.728   1.000   0.111   0.578   0.048   0.205   0.205   1.140   0.205   0.205   0.000   0.000   1.000   0.952  19.909   0.000   0.000   0.000   0.000   0.000   0.000  70.577   0.000  51.370  12.399   0.000   0.000   0.000   0.000  12.032   0.170   0.000   0.175   0.300   0.000
2011-325  2011-11-21    2011  325  Mon  18    2.713   0.632   0.632   0.632   0.000   0.725   1.000   0.142   0.600   0.071   0.233   0.233   1.134   0.233   0.233   0.000   0.000   1.000   0.929  19.909   0.000   0.000   0.000   0.000   0.000   0.000  73.292   0.000  53.115  11.766   0.000   0.000   0.000   0.000  12.664   0.173   0.000   0.173   0.293   0.000
