************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:50:28
Simulation start date: 2002-10-24
Simulation end date: 2002-11-03
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2002 Fallow -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2002-297  2002-10-24    2002  297  Thu  0     4.272   4.706   4.706   0.000   4.706   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.102   1.102   1.102   1.102   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.129  61.077  43.004 144.816  68.141   0.000   7.064  61.077  35.940   0.000   0.000   0.836   0.290   0.731   0.129
2002-298  2002-10-25    2002  298  Fri  1     4.827   5.426   5.426   0.000   5.426   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.124   1.124   1.124   1.124   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.072  61.077  43.004 144.816  62.586   0.000   1.509  61.077  41.495   0.000   0.000   0.965   0.279   0.689   0.072
2002-299  2002-10-26    2002  299  Sat  2     4.386   4.852   4.852   0.000   4.852   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.106   1.106   1.106   1.106   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.662   0.000   0.000  57.662  43.004   3.414   0.056   1.000   0.269   0.652   0.042
2002-300  2002-10-27    2002  300  Sun  3     4.345   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.104   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.662   0.000   0.000  57.662  43.004   3.414   0.056   1.000   0.269   0.652   0.042
2002-301  2002-10-28    2002  301  Mon  4     3.954   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.097   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.662   0.000   0.000  57.662  43.004   3.414   0.056   1.000   0.269   0.652   0.042
2002-302  2002-10-29    2002  302  Tue  5     3.735   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.089   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.662   0.000   0.000  57.662  43.004   3.414   0.056   1.000   0.269   0.652   0.042
2002-303  2002-10-30    2002  303  Wed  6     3.893   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.110   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.662   0.000   0.000  57.662  43.004   3.414   0.056   1.000   0.269   0.652   0.042
2002-304  2002-10-31    2002  304  Thu  7     3.485   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.082   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.662   0.000   0.000  57.662  43.004   3.414   0.056   1.000   0.269   0.652   0.042
2002-305  2002-11-01    2002  305  Fri  8     3.825   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.092   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.662   0.000   0.000  57.662  43.004   3.414   0.056   1.000   0.269   0.652   0.042
2002-306  2002-11-02    2002  306  Sat  9     3.802   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.093   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.662   0.000   0.000  57.662  43.004   3.414   0.056   1.000   0.269   0.652   0.042
2002-307  2002-11-03    2002  307  Sun  10    3.636   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.093   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  57.662   0.000   0.000  57.662  43.004   3.414   0.056   1.000   0.269   0.652   0.042
