************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:50:30
Simulation start date: 2006-06-11
Simulation end date: 2006-10-24
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2006 Rice -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2006-162  2006-06-11    2006  162  Sun  0    11.054  13.003  13.003   1.658  11.345   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.176   1.176   1.176   1.026   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   1.630  61.077  43.004  18.102 103.946   0.000  42.870  61.077   0.134   0.000   0.000   0.003   0.362   0.999   1.630
2006-163  2006-06-12    2006  163  Mon  1    10.401  12.242  12.242   1.560  10.682   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.177   1.177   1.177   1.027   1.000   1.000   1.000   0.000   1.630 100.134   0.000   0.000   0.000   3.141  61.077  43.004  18.102 190.208  86.127  43.004  61.077   0.000   0.000   0.000   0.000   0.534   1.000   3.141
2006-164  2006-06-13    2006  164  Tue  2     8.720  10.245  10.245   1.308   8.937   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.175   1.175   1.175   1.025   1.000   1.000   1.000   8.937   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  18.102 176.822  72.741  43.004  61.077   0.000   0.000   0.000   0.000   0.508   1.000   3.141
2006-165  2006-06-14    2006  165  Wed  3     7.575   8.787   8.787   1.136   7.651   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.160   1.160   1.160   1.010   1.000   1.000   1.000  16.589   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  18.102 164.893  60.813  43.004  61.077   0.000   0.000   0.000   0.000   0.484   1.000   3.141
2006-166  2006-06-15    2006  166  Thu  4     7.096   8.227   8.227   1.064   7.163   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.159   1.159   1.159   1.009   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  18.102 153.525  49.445  43.004  61.077   0.000   0.000   0.000   0.000   0.461   1.000   3.141
2006-167  2006-06-16    2006  167  Fri  5     6.511   7.534   7.534   0.977   6.557   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.157   1.157   1.157   1.007   1.000   1.000   1.000  19.909   0.000   0.000   0.000   4.001   0.000   3.141  61.077  43.004  18.102 146.852  42.771  43.004  61.077   0.000   0.000   0.000   0.000   0.448   1.000   3.141
2006-168  2006-06-17    2006  168  Sat  6     5.407   6.249   6.249   0.811   5.438   0.150   1.000   0.050   0.500   0.000   0.150   0.150   1.156   1.156   1.156   1.006   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  27.161 137.462  33.382  43.004  61.077   0.000   0.000   0.000   0.000   0.429   1.000   3.141
2006-169  2006-06-18    2006  169  Sun  7     7.490   8.714   8.714   1.123   7.590   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.163   1.163   1.163   1.013   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  18.102 125.607  21.527  43.004  61.077   0.000   0.000   0.000   0.000   0.405   1.000   3.141
2006-170  2006-06-19    2006  170  Mon  8     6.259   7.285   7.285   0.939   6.346   0.109   1.000   0.050   0.500   0.000   0.150   0.150   1.164   1.164   1.164   1.014   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  19.656 115.181  11.101  43.004  61.077   0.000   0.000   0.000   0.000   0.384   1.000   3.141
2006-171  2006-06-20    2006  171  Tue  9     6.387   7.380   7.380   0.958   6.422   0.105   1.000   0.050   0.500   0.000   0.150   0.150   1.155   1.155   1.155   1.005   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  18.973 104.660   0.580  43.004  61.077   0.000   0.000   0.000   0.000   0.363   1.000   3.141
2006-172  2006-06-21    2006  172  Wed  10    6.969   8.050   8.050   1.045   7.004   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.155   1.155   1.155   1.005   1.000   1.000   1.000   0.000   3.141 100.000   0.000   0.000   0.000   3.141  61.077  43.004  18.102 193.470  89.389  43.004  61.077   0.000   0.000   0.000   0.000   0.541   1.000   3.141
2006-173  2006-06-22    2006  173  Thu  11    7.178   8.320   8.320   1.077   7.243   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.159   1.159   1.159   1.009   1.000   1.000   1.000   7.243   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  18.102 182.009  77.928  43.004  61.077   0.000   0.000   0.000   0.000   0.518   1.000   3.141
2006-174  2006-06-23    2006  174  Fri  12    7.581   8.848   8.848   1.137   7.711   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.167   1.167   1.167   1.017   1.000   1.000   1.000  14.954   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  18.102 170.020  65.939  43.004  61.077   0.000   0.000   0.000   0.000   0.494   1.000   3.141
2006-175  2006-06-24    2006  175  Sat  13    7.665   9.032   9.032   1.150   7.883   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.178   1.178   1.178   1.028   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  18.102 157.847  53.766  43.004  61.077   0.000   0.000   0.000   0.000   0.470   1.000   3.141
2006-176  2006-06-25    2006  176  Sun  14    5.973   7.005   7.005   0.896   6.109   0.120   1.000   0.050   0.500   0.000   0.150   0.150   1.173   1.173   1.173   1.023   1.000   1.000   1.000  19.278   0.000   0.000   0.000   6.741   0.000   3.141  61.077  43.004  21.687 154.441  50.361  43.004  61.077   0.000   0.000   0.000   0.000   0.463   1.000   3.141
2006-177  2006-06-26    2006  177  Mon  15    5.582   6.546   6.546   0.837   5.709   0.138   1.000   0.050   0.500   0.000   0.150   0.150   1.173   1.173   1.173   1.023   1.000   1.000   1.000   8.810   0.000   0.000   0.000  16.177   0.000   3.141  61.077  43.004  25.010 160.931  56.851  43.004  61.077   0.000   0.000   0.000   0.000   0.476   1.000   3.141
2006-178  2006-06-27    2006  178  Tue  16    4.304   5.037   5.037   0.646   4.391   0.199   1.000   0.050   0.500   0.000   0.150   0.150   1.170   1.170   1.170   1.020   1.000   1.000   1.000   3.900   3.141   0.000   0.000  12.442   0.000   3.141  61.077  43.004  35.936 165.195  61.114  43.004  61.077   0.000   0.000   0.000   0.000   0.484   1.000   3.141
2006-179  2006-06-28    2006  179  Wed  17    4.930   5.732   5.732   0.739   4.992   0.171   1.000   0.050   0.500   0.000   0.150   0.150   1.163   1.163   1.163   1.013   1.000   1.000   1.000   8.892   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  30.907 156.322  52.242  43.004  61.077   0.000   0.000   0.000   0.000   0.467   1.000   3.141
2006-180  2006-06-29    2006  180  Thu  18    5.516   6.412   6.412   0.827   5.585   0.144   1.000   0.050   0.500   0.000   0.150   0.150   1.163   1.163   1.163   1.013   1.000   1.000   1.000  14.477   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  25.979 146.769  42.689  43.004  61.077   0.000   0.000   0.000   0.000   0.447   1.000   3.141
2006-181  2006-06-30    2006  181  Fri  19    4.800   5.552   5.552   0.720   4.832   0.178   1.000   0.050   0.500   0.000   0.150   0.150   1.157   1.157   1.157   1.007   1.000   1.000   1.000  19.309   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  32.208 138.076  33.996  43.004  61.077   0.000   0.000   0.000   0.000   0.430   1.000   3.141
2006-182  2006-07-01    2006  182  Sat  20    6.205   7.157   7.157   0.931   6.227   0.114   1.000   0.050   0.500   0.000   0.150   0.150   1.153   1.153   1.153   1.003   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  20.584 127.778  23.698  43.004  61.077   0.000   0.000   0.000   0.000   0.409   1.000   3.141
2006-183  2006-07-02    2006  183  Sun  21    6.502   7.529   7.529   0.975   6.554   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.158   1.158   1.158   1.008   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  18.102 117.108  13.027  43.004  61.077   0.000   0.000   0.000   0.000   0.388   1.000   3.141
2006-184  2006-07-03    2006  184  Mon  22    6.783   7.880   7.880   1.018   6.862   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.162   1.162   1.162   1.012   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  18.102 106.087   2.007  43.004  61.077   0.000   0.000   0.000   0.000   0.366   1.000   3.141
2006-185  2006-07-04    2006  185  Tue  23    6.708   7.783   7.783   1.006   6.777   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.160   1.160   1.160   1.010   1.000   1.000   1.000   0.000   3.141 100.000   0.000   0.000   0.000   3.141  61.077  43.004  18.102 195.163  91.083  43.004  61.077   0.000   0.000   0.000   0.000   0.544   1.000   3.141
2006-186  2006-07-05    2006  186  Wed  24    7.109   8.415   8.415   1.066   7.349   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.184   1.184   1.184   1.034   1.000   1.000   1.000   7.349   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  18.102 183.607  79.527  43.004  61.077   0.000   0.000   0.000   0.000   0.521   1.000   3.141
2006-187  2006-07-06    2006  187  Thu  25    6.276   7.299   7.299   0.941   6.358   0.108   1.000   0.050   0.500   0.000   0.150   0.150   1.163   1.163   1.163   1.013   1.000   1.000   1.000  13.707   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  19.557 173.167  69.087  43.004  61.077   0.000   0.000   0.000   0.000   0.500   1.000   3.141
2006-188  2006-07-07    2006  188  Fri  26    7.489   8.767   8.767   1.123   7.643   0.100   1.000   0.050   0.500   0.000   0.150   0.150   1.171   1.171   1.171   1.021   1.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  18.102 161.260  57.179  43.004  61.077   0.000   0.000   0.000   0.000   0.476   1.000   3.141
2006-189  2006-07-08    2006  189  Sat  27    6.303   7.410   7.410   0.946   6.465   0.104   1.000   0.050   0.500   0.000   0.150   0.150   1.176   1.176   1.176   1.026   1.000   1.000   1.000  18.337   0.000   0.000   0.000   8.037   0.000   3.141  61.077  43.004  18.751 158.745  54.665  43.004  61.077   0.000   0.000   0.000   0.000   0.471   1.000   3.141
2006-190  2006-07-09    2006  190  Sun  28    4.557   5.347   5.347   0.684   4.664   0.186   1.000   0.050   0.500   0.000   0.150   0.150   1.173   1.173   1.173   1.023   1.000   1.000   1.000  12.472   0.000   0.000   0.000  10.528   0.000   3.141  61.077  43.004  33.691 160.786  56.705  43.004  61.077   0.000   0.000   0.000   0.000   0.475   1.000   3.141
2006-191  2006-07-10    2006  191  Mon  29    3.634   4.194   4.194   0.545   3.649   0.232   1.000   0.050   0.500   0.000   0.150   0.150   1.154   1.154   1.154   1.004   1.000   1.000   1.000   2.370   3.141   0.000   0.000  16.892   0.000   3.141  61.077  43.004  42.038 170.343  66.262  43.004  61.077   0.000   0.000   0.000   0.000   0.495   1.000   3.141
2006-192  2006-07-11    2006  192  Tue  30    3.119   3.615   3.615   0.468   3.147   0.255   1.000   0.050   0.500   0.000   0.150   0.150   1.159   1.159   1.159   1.009   1.000   1.000   1.000   0.000   3.141   0.000   0.000  14.776   0.000   3.141  61.077  43.004  46.236 178.363  74.282  43.004  61.077   0.000   0.000   0.000   0.000   0.511   1.000   3.141
2006-193  2006-07-12    2006  193  Wed  31    3.199   3.704   3.704   0.480   3.224   0.252   1.000   0.050   0.500   0.000   0.150   0.150   1.158   1.158   1.158   1.008   1.000   1.000   1.000   3.224   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  45.588 171.518  67.438  43.004  61.077   0.000   0.000   0.000   0.000   0.497   1.000   3.141
2006-194  2006-07-13    2006  194  Thu  32    5.419   6.294   6.294   0.813   5.481   0.148   1.000   0.050   0.500   0.000   0.150   0.150   1.162   1.162   1.162   1.012   1.000   1.000   1.000   8.705   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  26.834 162.083  58.003  43.004  61.077   0.000   0.000   0.000   0.000   0.478   1.000   3.141
2006-195  2006-07-14    2006  195  Fri  33    4.894   5.647   5.647   0.734   4.913   0.174   1.000   0.050   0.500   0.000   0.150   0.150   1.154   1.154   1.154   1.004   1.000   1.000   1.000  13.618   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  31.519 153.295  49.214  43.004  61.077   0.000   0.000   0.000   0.000   0.460   1.000   3.141
2006-196  2006-07-15    2006  196  Sat  34    5.780   6.689   6.689   0.867   5.822   0.132   1.000   0.050   0.500   0.000   0.150   0.150   1.157   1.157   1.157   1.007   1.000   1.000   1.000  19.441   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  23.972 143.465  39.384  43.004  61.077   0.000   0.000   0.000   0.000   0.441   1.000   3.141
2006-197  2006-07-16    2006  197  Sun  35    5.962   6.862   6.862   0.998   5.864   0.126   1.000   0.068   0.500   0.015   0.167   0.167   1.151   1.151   1.151   0.984   1.000   1.000   0.985  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  22.718 133.461  29.381  43.004  61.077   0.000   0.000   0.000   0.000   0.421   1.000   3.141
2006-198  2006-07-17    2006  198  Mon  36    5.504   6.338   6.338   1.018   5.320   0.146   1.000   0.087   0.500   0.030   0.185   0.185   1.152   1.152   1.152   0.967   1.000   1.000   0.970  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  26.514 123.982  19.902  43.004  61.077   0.000   0.000   0.000   0.000   0.402   1.000   3.141
2006-199  2006-07-18    2006  199  Tue  37    4.140   4.803   4.803   0.840   3.962   0.208   1.000   0.106   0.500   0.045   0.203   0.203   1.160   1.160   1.160   0.957   1.000   1.000   0.955  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  37.633 116.039  11.958  43.004  61.077   0.000   0.000   0.000   0.000   0.386   1.000   3.141
2006-200  2006-07-19    2006  200  Wed  38    3.764   4.359   4.359   0.832   3.527   0.226   1.000   0.125   0.500   0.060   0.221   0.221   1.158   1.158   1.158   0.937   1.000   1.000   0.940  19.909   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  40.848 108.539   4.459  43.004  61.077   0.000   0.000   0.000   0.000   0.371   1.000   3.141
2006-201  2006-07-20    2006  201  Thu  39    4.674   5.410   5.410   1.118   4.293   0.184   1.000   0.144   0.500   0.074   0.239   0.239   1.157   1.157   1.157   0.918   1.000   1.000   0.926   0.000   3.141 100.000   0.000   0.000   0.000   3.141  61.077  43.004  33.234 199.988  95.907  43.004  61.077   0.000   0.000   0.000   0.000   0.554   1.000   3.141
2006-202  2006-07-21    2006  202  Fri  40    5.899   6.789   6.789   1.516   5.273   0.128   1.000   0.162   0.500   0.089   0.257   0.257   1.151   1.151   1.151   0.894   1.000   1.000   0.911   5.789   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  23.248 190.058  85.977  43.004  61.077   0.000   0.000   0.000   0.000   0.534   1.000   3.141
2006-203  2006-07-22    2006  203  Sat  41    5.947   6.858   6.858   1.636   5.223   0.126   1.000   0.181   0.500   0.103   0.275   0.275   1.153   1.153   1.153   0.878   1.000   1.000   0.897  11.613   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  22.747 180.058  75.978  43.004  61.077   0.000   0.000   0.000   0.000   0.514   1.000   3.141
2006-204  2006-07-23    2006  204  Sun  42    3.750   4.362   4.362   1.100   3.261   0.226   1.000   0.201   0.500   0.116   0.293   0.293   1.163   1.163   1.163   0.870   1.000   1.000   0.884   8.194   0.000   0.000   0.000   7.110   0.000   3.141  61.077  43.004  40.827 179.666  75.585  43.004  61.077   0.000   0.000   0.000   0.000   0.513   1.000   3.141
2006-205  2006-07-24    2006  205  Mon  43    4.658   5.374   5.374   1.451   3.923   0.185   1.000   0.220   0.500   0.132   0.312   0.312   1.154   1.154   1.154   0.842   1.000   1.000   0.868  12.712   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  33.497 171.151  67.070  43.004  61.077   0.000   0.000   0.000   0.000   0.496   1.000   3.141
2006-206  2006-07-25    2006  206  Tue  44    3.187   3.645   3.645   1.050   2.595   0.254   1.000   0.238   0.500   0.147   0.329   0.329   1.144   1.144   1.144   0.814   1.000   1.000   0.853   0.000   3.141   0.000   0.000  42.289   0.000   3.141  61.077  43.004  46.015 206.654 102.573  43.004  61.077   0.000   0.000   0.000   0.000   0.567   1.000   3.141
2006-207  2006-07-26    2006  207  Wed  45    0.809   0.917   0.917   0.281   0.637   0.363   1.000   0.257   0.500   0.163   0.347   0.347   1.134   1.134   1.134   0.787   1.000   1.000   0.837   0.000   3.141   0.000   0.000  44.485   0.000   3.141  61.077  43.004  65.767 247.081 143.000  43.004  61.077   0.000   0.000   0.000   0.000   0.648   1.000   3.141
2006-208  2006-07-27    2006  208  Thu  46    1.945   2.250   2.250   0.711   1.540   0.310   1.000   0.276   0.500   0.173   0.365   0.365   1.157   1.157   1.157   0.792   1.000   1.000   0.827   1.861   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  56.114 241.689 137.609  43.004  61.077   0.000   0.000   0.000   0.000   0.637   1.000   3.141
2006-209  2006-07-28    2006  209  Fri  47    4.318   4.997   4.997   1.657   3.340   0.200   1.000   0.295   0.500   0.187   0.384   0.384   1.157   1.157   1.157   0.774   1.000   1.000   0.813   0.000   3.141   0.000   0.000   9.293   0.000   3.141  61.077  43.004  36.225 242.844 138.764  43.004  61.077   0.000   0.000   0.000   0.000   0.640   1.000   3.141
2006-210  2006-07-29    2006  210  Sat  48    5.119   5.895   5.895   2.058   3.837   0.164   1.000   0.315   0.500   0.202   0.402   0.402   1.152   1.152   1.152   0.750   1.000   1.000   0.798   4.811   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  29.724 233.808 129.728  43.004  61.077   0.000   0.000   0.000   0.000   0.621   1.000   3.141
2006-211  2006-07-30    2006  211  Sun  49    6.005   6.806   6.806   2.520   4.285   0.128   1.000   0.333   0.500   0.221   0.420   0.420   1.133   1.133   1.133   0.714   1.000   1.000   0.779  10.313   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  23.130 223.862 119.781  43.004  61.077   0.000   0.000   0.000   0.000   0.602   1.000   3.141
2006-212  2006-07-31    2006  212  Mon  50    4.914   5.634   5.634   2.151   3.483   0.175   1.000   0.352   0.500   0.232   0.438   0.438   1.147   1.147   1.147   0.709   1.000   1.000   0.768  14.848   0.000   0.000   0.000   0.000   0.000   3.141  61.077  43.004  31.613 215.087 111.006  43.004  61.077   0.000   0.000   0.000   0.000   0.584   1.000   3.141
