************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:50:28
Simulation start date: 2001-10-24
Simulation end date: 2001-11-03
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2001 Fallow -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2001-297  2001-10-24    2001  297  Wed  0     4.529   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.104   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  47.561   0.000   0.000  47.561  43.004  13.516   0.221   1.000   0.249   0.576   0.013
2001-298  2001-10-25    2001  298  Thu  1     3.900   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.083   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  47.561   0.000   0.000  47.561  43.004  13.516   0.221   1.000   0.249   0.576   0.013
2001-299  2001-10-26    2001  299  Fri  2     3.746   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.077   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  47.561   0.000   0.000  47.561  43.004  13.516   0.221   1.000   0.249   0.576   0.013
2001-300  2001-10-27    2001  300  Sat  3     4.031   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.093   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  47.561   0.000   0.000  47.561  43.004  13.516   0.221   1.000   0.249   0.576   0.013
2001-301  2001-10-28    2001  301  Sun  4     3.704   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.084   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  47.561   0.000   0.000  47.561  43.004  13.516   0.221   1.000   0.249   0.576   0.013
2001-302  2001-10-29    2001  302  Mon  5     3.734   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.089   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  47.561   0.000   0.000  47.561  43.004  13.516   0.221   1.000   0.249   0.576   0.013
2001-303  2001-10-30    2001  303  Tue  6     3.719   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.083   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  47.561   0.000   0.000  47.561  43.004  13.516   0.221   1.000   0.249   0.576   0.013
2001-304  2001-10-31    2001  304  Wed  7     3.950   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.091   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  47.561   0.000   0.000  47.561  43.004  13.516   0.221   1.000   0.249   0.576   0.013
2001-305  2001-11-01    2001  305  Thu  8     4.635   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.107   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  47.561   0.000   0.000  47.561  43.004  13.516   0.221   1.000   0.249   0.576   0.013
2001-306  2001-11-02    2001  306  Fri  9     4.538   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.098   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  47.561   0.000   0.000  47.561  43.004  13.516   0.221   1.000   0.249   0.576   0.013
2001-307  2001-11-03    2001  307  Sat  10    5.323   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.143   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  47.561   0.000   0.000  47.561  43.004  13.516   0.221   1.000   0.249   0.576   0.013
