************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2025-02-11 11:50:26
Simulation start date: 1994-10-24
Simulation end date: 1994-11-03
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 1994 Fallow -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
1994-297  1994-10-24    1994  297  Mon  0     4.315   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.116   0.000   0.000   0.000   0.000   1.000   1.000  19.909   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  32.061   0.000   0.000  32.061  43.004  29.016   0.475   1.000   0.218   0.460   0.002
1994-298  1994-10-25    1994  298  Tue  1     4.512   0.000   0.000   0.000   0.000   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.109   0.000   0.000   0.000   0.000   1.000   1.000  12.839   0.000   0.000   0.000   7.070   0.000   0.000  61.077  43.004 144.816  39.130   0.000   0.000  39.130  43.004  21.946   0.359   1.000   0.232   0.513   0.004
1994-299  1994-10-26    1994  299  Wed  2     3.718   2.056   2.056   0.000   2.056   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.088   0.553   0.553   0.553   0.508   1.000   1.000  14.896   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  37.074   0.000   0.000  37.074  43.004  24.002   0.393   1.000   0.228   0.498   0.003
1994-300  1994-10-27    1994  300  Thu  3     4.279   1.697   1.697   0.000   1.697   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.100   0.397   0.397   0.397   0.360   1.000   1.000  16.593   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  35.377   0.000   0.000  35.377  43.004  25.699   0.421   1.000   0.225   0.485   0.003
1994-301  1994-10-28    1994  301  Fri  4     4.188   1.101   1.101   0.000   1.101   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.103   0.263   0.263   0.263   0.238   1.000   1.000  17.694   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  34.276   0.000   0.000  34.276  43.004  26.801   0.439   1.000   0.222   0.477   0.002
1994-302  1994-10-29    1994  302  Sat  5     4.715   0.842   0.842   0.000   0.842   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.121   0.178   0.178   0.178   0.159   1.000   1.000  18.535   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  33.434   0.000   0.000  33.434  43.004  27.642   0.453   1.000   0.221   0.470   0.002
1994-303  1994-10-30    1994  303  Sun  6     4.803   0.532   0.532   0.000   0.532   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.122   0.111   0.111   0.111   0.099   1.000   1.000  19.068   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  32.902   0.000   0.000  32.902  43.004  28.174   0.461   1.000   0.220   0.466   0.002
1994-304  1994-10-31    1994  304  Mon  7     4.656   0.318   0.318   0.000   0.318   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.128   0.068   0.068   0.068   0.061   1.000   1.000  19.386   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  32.584   0.000   0.000  32.584  43.004  28.492   0.467   1.000   0.219   0.464   0.002
1994-305  1994-11-01    1994  305  Tue  8     4.798   0.203   0.203   0.000   0.203   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.125   0.042   0.042   0.042   0.038   1.000   1.000  19.589   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  32.381   0.000   0.000  32.381  43.004  28.695   0.470   1.000   0.219   0.463   0.002
1994-306  1994-11-02    1994  306  Wed  9     4.045   0.103   0.103   0.000   0.103   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.104   0.025   0.025   0.025   0.023   1.000   1.000  19.692   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  32.278   0.000   0.000  32.278  43.004  28.798   0.472   1.000   0.218   0.462   0.002
1994-307  1994-11-03    1994  307  Thu  10    3.651   0.063   0.063   0.000   0.063   0.800   0.000   1.000   0.500   0.000   0.000   0.000   1.096   0.017   0.017   0.017   0.016   1.000   1.000  19.754   0.000   0.000   0.000   0.000   0.000   0.000  61.077  43.004 144.816  32.216   0.000   0.000  32.216  43.004  28.861   0.473   1.000   0.218   0.461   0.002
