ETref,ETc,ETcadj,E,T,DP,K,Rain,Runoff,Irrig,IrrLoss,Gross_Irrig,Num_Irrig,Mean_Irrig,Dr_ini,Dr_end,Veff_ini,Veff_end,Year
693.9574190381257,632.8661580764648,630.7756339014976,246.10618071285916,384.6694531886385,833.2471386754396,8.080700000000004,282.943996992,0.0,1185.7750411147229,0.0,1185.7750411147229,18,65.87639117304018,0.0,30.886734470214527,121.91580000000002,42.75606552978548,2016
