************************************************************************
pyfao56: FAO-56 Evapotranspiration in Python
Output Data
Timestamp: 2024-12-20 15:37:41
Simulation start date: 2016-05-15
Simulation end date: 2016-09-12
Soil method: D - Default FAO-56 homogenous soil bucket approach
************************************************************************
Comments: 2016 DSR -- CSSRI, Karnal
************************************************************************
Year-DOY        Date    Year  DOY  DOW  Day   ETref     ETc  ETcadj       T       E       p      Ks       h      Zr      fc    tKcb     Kcb   Kcmax      Kc   Kcadj      Ke      Kr      fw     few      De     DPe   Irrig IrrLoss    Rain  Runoff      DP     TAW     DAW     RAW    Veff      Vp      Vs      Vr      Ds      Dr     fDr     fDs  theta0      Se       K
2016-136  2016-05-15    2016  136  Sun  0    10.035   1.505   0.000   0.000   0.000   0.340   0.000   0.050   0.200   0.000   0.150   0.150   1.168   0.150   0.000   0.000   0.000   1.000   1.000   0.000   8.081  83.856   0.000   0.000   0.000   8.081  24.548  17.368   5.902 121.916  80.000  17.368  24.548   0.000   0.000   0.000   0.000   1.000   0.000   8.081
2016-137  2016-05-16    2016  137  Mon  1    10.553  12.365  12.365   1.583  10.782   0.100   1.000   0.050   0.205   0.000   0.150   0.150   1.172   1.172   1.172   1.022   1.000   1.000   1.000  10.782   0.000   0.000   0.000   0.000   0.000   8.081  25.202  17.831   1.783 101.470  58.437  17.831  25.202   0.000   0.000   0.000   0.000   1.000   0.000   8.081
2016-138  2016-05-17    2016  138  Tue  2    10.950  11.973  11.973   1.643  10.330   0.100   1.000   0.050   0.211   0.000   0.150   0.150   1.172   1.093   1.093   0.943   0.923   1.000   1.000  20.112   0.000   0.000   0.000   0.000   0.000   8.081  25.857  18.295   1.829  81.417  37.266  18.295  25.857   0.000   0.000   0.000   0.000   1.000   0.000   8.081
2016-139  2016-05-18    2016  139  Wed  3     9.822   1.473   1.473   1.473   0.000   0.341   1.000   0.050   0.216   0.000   0.150   0.150   1.164   0.150   0.150   0.000   0.000   1.000   1.000  20.112   0.000   0.000   0.000   0.000   0.000   8.081  26.511  18.758   6.398  71.863  26.594  18.758  26.511   0.000   0.000   0.000   0.000   1.000   0.000   8.081
2016-140  2016-05-19    2016  140  Thu  4    10.751   1.613   1.613   1.613   0.000   0.335   1.000   0.050   0.221   0.000   0.150   0.150   1.181   0.150   0.150   0.000   0.000   1.000   1.000  20.112   0.000   0.000   0.000   0.000   0.000   8.081  27.166  19.221   6.448  62.170  15.783  19.221  27.166   0.000   0.000   0.000   0.000   1.000   0.000   8.081
2016-141  2016-05-20    2016  141  Fri  5     9.359   1.404   1.404   1.404   0.000   0.344   1.000   0.050   0.227   0.000   0.150   0.150   1.174   0.150   0.150   0.000   0.000   1.000   1.000  20.112   0.000   0.000   0.000   0.000   0.000   8.081  27.821  19.684   6.768  52.685   5.180  19.684  27.821   0.000   0.000   0.000   0.000   1.000   0.000   8.081
2016-142  2016-05-21    2016  142  Sat  6     9.438   1.416   1.416   1.416   0.000   0.343   1.000   0.050   0.232   0.000   0.150   0.150   1.177   0.150   0.150   0.000   0.000   1.000   1.000  20.112   0.000   0.000   0.000   0.000   0.000   8.081  28.475  20.147   6.918  43.189   0.000  14.713  28.475   5.434   0.000   0.000   0.270   0.888   0.000   8.081
2016-143  2016-05-22    2016  143  Sun  7     9.270   1.390   1.390   1.390   0.000   0.344   1.000   0.050   0.237   0.000   0.150   0.150   1.169   0.150   0.150   0.000   0.000   1.000   1.000  20.112   0.000   0.000   0.000   0.000   0.000   4.588  29.130  20.610   7.098  33.717   0.000   4.588  29.130  16.023   0.000   0.000   0.777   0.678   0.000   8.081
2016-144  2016-05-23    2016  144  Mon  8     7.689   1.153   1.153   1.153   0.000   0.354   1.000   0.050   0.243   0.000   0.150   0.150   1.174   0.150   0.150   0.000   0.000   1.000   1.000   0.000   3.102   0.000   0.000  23.214   0.000   8.081  29.784  21.073   7.457  51.190   0.333  21.073  29.784   0.000   0.000   0.000   0.000   1.000   0.000   8.081
2016-145  2016-05-24    2016  145  Tue  9     6.772   7.893   7.893   1.016   6.877   0.100   1.000   0.050   0.248   0.000   0.150   0.150   1.166   1.166   1.166   1.016   1.000   1.000   1.000   6.877   0.000   0.000   0.000   0.000   0.000   4.778  30.439  21.537   2.154  35.217   0.000   4.778  30.439  16.759   0.000   0.000   0.778   0.678   0.000   8.081
2016-146  2016-05-25    2016  146  Wed  10    7.206   8.333   8.333   1.081   7.252   0.100   1.000   0.050   0.253   0.000   0.150   0.150   1.156   1.156   1.156   1.006   1.000   1.000   1.000   0.000   8.081  46.759   0.000   0.000   0.000   8.081  31.094  22.000   2.200  68.866  15.772  22.000  31.094   0.000   0.000   0.000   0.000   1.000   0.000   8.081
2016-147  2016-05-26    2016  147  Thu  11    7.429   8.583   8.583   1.114   7.469   0.100   1.000   0.050   0.259   0.000   0.150   0.150   1.155   1.155   1.155   1.005   1.000   1.000   1.000   7.469   0.000   0.000   0.000   0.000   0.000   8.081  31.748  22.463   2.246  52.201   0.000  20.453  31.748   2.010   0.000   0.000   0.089   0.963   0.000   8.081
2016-148  2016-05-27    2016  148  Fri  12    9.876  11.568  11.568   1.481  10.087   0.100   1.000   0.050   0.264   0.000   0.150   0.150   1.171   1.171   1.171   1.021   1.000   1.000   1.000  17.556   0.000   0.000   0.000   0.000   0.000   0.150  32.403  22.926   2.293  32.553   0.000   0.150  32.403  22.776   0.000   0.000   0.993   0.588   0.000   8.081
2016-149  2016-05-28    2016  149  Sat  13    7.859   3.190   3.190   1.179   2.012   0.272   1.000   0.050   0.269   0.000   0.150   0.150   1.162   0.406   0.406   0.256   0.253   1.000   1.000   0.000   8.081  52.776   0.000   0.000   0.000   8.081  33.057  23.389   6.371  81.989  25.542  23.389  33.057   0.000   0.000   0.000   0.000   1.000   0.000   8.081
2016-150  2016-05-29    2016  150  Sun  14    7.583   8.921   8.921   1.137   7.784   0.100   1.000   0.050   0.275   0.000   0.150   0.150   1.177   1.177   1.177   1.027   1.000   1.000   1.000   7.784   0.000   0.000   0.000   0.000   0.000   8.081  33.712  23.852   2.385  64.987   7.422  23.852  33.712   0.000   0.000   0.000   0.000   1.000   0.000   8.081
2016-151  2016-05-30    2016  151  Mon  15    5.433   6.316   6.316   0.815   5.501   0.147   1.000   0.050   0.280   0.000   0.150   0.150   1.163   1.163   1.163   1.013   1.000   1.000   1.000  13.285   0.000   0.000   0.000   0.000   0.000   8.081  34.367  24.315   3.583  50.590   0.000  16.223  34.367   8.093   0.000   0.000   0.333   0.862   0.000   8.081
2016-152  2016-05-31    2016  152  Tue  16    7.520   6.253   6.253   1.128   5.125   0.150   1.000   0.050   0.285   0.000   0.150   0.150   1.159   0.831   0.831   0.681   0.675   1.000   1.000  18.410   0.000   0.000   0.000   0.000   0.000   1.235  35.021  24.779   3.714  36.256   0.000   1.235  35.021  23.544   0.000   0.000   0.950   0.606   0.000   8.081
2016-153  2016-06-01    2016  153  Wed  17    8.733   2.803   2.803   1.310   1.493   0.288   1.000   0.050   0.291   0.000   0.150   0.150   1.166   0.321   0.321   0.171   0.168   1.000   1.000   0.000   8.081  53.544   0.000   0.000   0.000   8.081  35.676  25.242   7.266  85.762  24.844  25.242  35.676   0.000   0.000   0.000   0.000   1.000   0.000   8.081
2016-154  2016-06-02    2016  154  Thu  18    9.358  10.942  10.942   1.404   9.538   0.100   1.000   0.050   0.296   0.000   0.150   0.150   1.169   1.169   1.169   1.019   1.000   1.000   1.000   9.538   0.000   0.000   0.000   0.000   0.000   8.081  36.330  25.705   2.570  66.739   4.704  25.705  36.330   0.000   0.000   0.000   0.000   1.000   0.000   8.081
2016-155  2016-06-03    2016  155  Fri  19    9.049  10.546  10.546   1.357   9.189   0.100   1.000   0.050   0.301   0.000   0.150   0.150   1.165   1.165   1.165   1.015   1.000   1.000   1.000  18.726   0.000   0.000   0.000   0.000   0.000   8.081  36.985  26.168   2.617  48.113   0.000  11.128  36.985  15.040   0.000   0.000   0.575   0.762   0.000   8.081
2016-156  2016-06-04    2016  156  Sat  20    9.231   2.669   2.669   1.385   1.284   0.293   1.000   0.050   0.307   0.000   0.150   0.150   1.165   0.289   0.289   0.139   0.137   1.000   1.000  20.010   0.000   0.000   0.000   0.000   0.000   0.000  37.640  26.631   7.810  37.363   0.000   0.000  37.363  26.631   0.276   0.007   1.000   0.581   0.000   8.081
