ETref,ETc,ETcadj,E,T,DP,K,Rain,Runoff,Irrig,IrrLoss,Gross_Irrig,Num_Irrig,Mean_Irrig,Dr_ini,Dr_end,Veff_ini,Veff_end,Year
603.3275421869049,601.6826044276444,600.1865521165412,258.2853972892843,341.9011548272569,886.445406272071,8.0,613.709955072,0.0,994.1058402204667,0.0,994.1058402204667,15,66.27372268136445,0.0,0.0,71.9158,117.24363690385462,2018
